ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,60920,56366,1075,2415,428,618,47,0,0,59430,53696,1458,2980,828,569,37,0,0,59666,52436,1544,3034,517,1867,74,59318,53591,1459,2967,754,599,58,2075,541,76,8,70,1504,57898,51413,1925,3290,594,560,13,46893,43883,646,1574,306,474,35,0,0,46637,43119,688,2002,279,505,4,1852,255,74,40,0,46801,41853,989,1966,356,1412,44,46801,41853,989,1710,269,150,24,100,1706,46966,43348,875,1999,280,437,10,0,0,0,0,0,45780,41707,1219,2148,326,417,0,1785,241,81,0,46210,42014,1200,1760,318,912,7,1445,223,89,7,21084,5606,15099,18936,4852,14084,20689,3857,16086,18942,3416,14441,18257,3540,14475,17774,3633,14141,17328,3523,13805,20707,4000,16267,25048,5195,19476,24722,4962,18968,24296,4644,18819,20730,4479,16251,20704,4446,16258,20968,4084,16470,18745,3968,14316,18845,3238,15413,18660,3530,14803,18610,3515,14683,18561,2952,14953,18505,4608,13897,22197,4430,17435,27375,5770,21432,26781,7071,19710
2,2,59887,51979,4551,2244,782,485,49,0,0,62195,52806,5488,2617,1040,543,84,0,0,59773,49754,5432,2173,880,1620,49,63222,53238,5872,2925,953,566,87,2079,728,10,9,20,1255,64215,53729,6087,2722,1105,739,38,44686,39783,2616,1533,495,351,31,0,0,45503,41126,1938,1679,367,334,10,1582,357,137,92,0,46159,39386,3496,1456,606,1194,23,46159,39386,3496,1220,492,91,8,93,1373,45984,41382,2103,1759,415,258,10,0,0,0,0,0,47267,41838,2695,1616,557,409,4,1367,399,29,4,47988,42218,2892,1352,670,710,16,1063,355,42,16,21700,5209,16148,20581,4547,16034,23314,3842,18785,21411,3440,16980,21181,3510,17475,20685,3603,17082,20140,3484,16656,23682,4073,19190,28354,5320,22690,28021,5091,22187,27513,4694,21998,24309,4604,19705,24296,4556,19740,24157,4100,19656,21932,3919,17545,22041,3117,18750,21836,3430,18103,21825,3365,18080,21765,2845,18215,21615,4684,16931,25500,4429,20748,31036,5746,25130,30395,7429,22966
3,3,56543,52141,1336,1636,929,567,81,0,0,59735,53879,1977,2381,1095,575,55,0,0,60199,52311,2170,2463,1240,1793,152,60174,54014,2012,2403,1149,603,67,1248,898,184,36,187,1595,60008,52831,2290,2339,1176,704,102,42660,39915,798,943,638,394,47,0,0,45437,42048,829,1403,622,516,30,1101,497,235,11,0,46716,41325,1381,1565,858,1370,93,46716,41325,1381,1265,728,129,64,65,1759,45947,42408,854,1525,634,527,35,0,0,0,0,0,46447,42282,1416,1569,644,486,35,1169,569,37,35,46677,42105,1416,767,860,1539,5,607,716,27,5,21124,5323,15540,20131,4684,15447,23015,4242,17991,21068,3661,16264,20501,4086,16159,20131,4077,16054,19740,4053,15687,23409,4662,18225,28292,6188,21674,27913,5889,21137,27530,5516,21133,23962,5350,18612,23970,5326,18644,23587,4795,18311,20906,4672,15740,21002,3774,17012,20878,4178,16352,20867,4069,16351,20764,3475,16580,20723,5404,15319,24834,5266,19182,30276,6901,23209,29620,8323,21297
4,4,58826,28809,26232,3009,773,696,116,0,0,58907,26224,29171,2627,815,887,33,0,0,59070,24813,29579,3264,899,2916,55,57703,25917,28326,2419,941,1312,48,1897,717,66,3,34,745,58475,25642,29315,2727,950,2591,84,41198,23300,15184,2106,554,450,66,0,0,31665,21270,8050,1817,321,208,4,1784,306,103,15,0,42798,20448,18887,2303,648,1928,41,42798,20448,18887,1938,547,82,8,91,797,32536,21299,8912,1733,300,252,4,0,0,0,0,0,34489,21219,10922,1872,292,166,4,1762,278,44,4,34087,19753,11560,2072,460,278,7,1876,311,4,7,12570,4340,8038,12077,3990,8087,14118,4908,8758,12869,4085,8125,12630,4551,7968,12242,4408,7834,11872,4202,7670,14205,5065,8875,17085,6467,10396,16841,6107,10262,16525,5852,10068,14608,5560,9048,14607,5563,9044,13828,4718,8876,11813,3938,7622,11879,3424,8361,11721,3532,8011,11686,3525,7912,11685,3228,8098,11620,4415,7205,14572,4991,9386,18257,6465,11686,17739,7429,10310
5,5,56712,45491,7754,2493,661,444,115,0,0,58872,45730,9261,2762,839,1126,188,0,0,58837,44396,8999,3082,952,1741,67,59381,46212,9228,2950,893,1136,96,2175,710,25,22,0,1013,59173,45130,9709,3130,1162,1960,180,41476,34483,4619,1680,442,331,69,0,0,40999,35664,2718,1852,389,234,40,1663,365,8,120,0,44623,35053,5631,2051,661,1341,41,44623,35053,5631,1702,563,97,13,87,1477,41679,36297,2686,1937,406,211,20,0,0,0,0,0,42223,36023,3248,1919,491,276,50,1832,388,54,50,44468,37166,4015,2193,588,300,32,1919,374,46,32,18123,4235,13590,17363,3477,13886,19690,3285,15857,18528,2950,14747,18403,3157,15060,18009,3405,14604,17728,3194,14534,20545,3549,16679,24949,4581,20109,24682,4376,19706,24377,4455,19327,21070,4058,17012,21070,4109,16961,21175,3602,17224,19382,3504,15396,19507,2865,16464,19353,3149,15894,19332,3096,15798,19265,2823,15748,19088,4101,14987,22657,3923,18460,28370,5174,23060,27179,4451,22728
6,6,58980,49902,7395,941,427,586,74,0,0,59071,48884,8471,931,358,464,5,0,0,59712,47860,8664,1125,482,2161,38,59801,48058,9697,961,352,535,0,701,267,128,0,105,845,58352,46668,9445,1096,491,965,48,43152,37936,4127,534,284,408,43,0,0,41676,37926,2616,533,178,406,0,470,143,105,12,0,45152,37476,5402,682,328,1559,26,45152,37476,5402,452,229,113,7,77,1396,42037,37536,3393,621,154,427,0,0,0,0,0,0,41770,36686,4018,636,158,286,4,460,134,33,4,43440,37868,4124,687,246,285,140,514,238,14,140,19013,4906,13782,17303,3796,13507,19635,2997,16175,17843,2800,14277,17746,2564,15034,17246,2742,14504,16830,2560,14270,20021,3105,16633,24382,3964,20184,24045,3898,19582,23476,3570,19294,20854,3501,17353,20841,3483,17358,20482,3001,17212,18518,2755,15387,18608,2172,16295,18407,2464,15729,18359,2380,15682,18273,2057,15621,18299,3310,14989,21938,3255,18464,27658,4241,23325,26993,5363,21630
7,7,54058,49837,3150,335,247,563,83,0,0,57997,52323,4138,435,304,1303,30,0,0,59081,51975,4392,513,446,1836,28,59227,53296,4282,409,354,1206,38,95,177,86,38,118,1135,59385,52645,4631,796,465,1454,172,42961,40302,1879,176,167,440,55,0,0,45911,43686,995,312,186,733,24,287,153,89,0,0,48771,43969,2698,302,329,1406,20,48771,43969,2698,167,225,134,3,103,1472,47529,44781,1543,243,167,786,29,0,0,0,0,0,48205,44869,1990,374,201,721,0,298,187,73,0,49992,46297,2222,244,353,785,0,170,314,55,0,22748,5411,16910,21947,4097,17850,26147,4251,21343,24575,3854,19573,25454,4108,21105,24897,4454,20443,24462,4181,20281,27764,4611,22769,33537,6007,27232,33131,5592,26821,32927,5622,26788,30367,5512,24855,30362,5617,24745,29734,5013,24304,28543,5227,22650,28723,4186,24305,28479,4699,23404,28464,4650,23307,28306,4104,23058,28420,4769,23651,31377,5379,25675,36414,6516,29739,35191,5621,29570
8,8,53425,50711,1197,655,305,563,29,0,0,58395,54242,1980,909,396,685,57,0,0,59244,53792,1903,1025,542,1693,45,59530,55218,2028,1186,475,746,56,1003,296,269,1,12,698,59722,54894,2000,1280,456,1000,95,43093,41232,766,464,208,436,20,0,0,47915,45447,1073,664,233,480,4,642,213,185,29,0,49612,45581,1358,708,382,1302,31,49612,45581,1358,557,270,147,1,145,1553,49523,46484,1221,981,230,561,4,0,0,0,0,0,49686,46795,989,865,230,773,4,791,206,49,4,51560,48612,990,951,185,750,4,841,116,36,4,24865,5580,18874,25357,4733,20624,28339,4595,23100,26986,4268,21597,27265,4319,22681,26713,4820,21893,26387,4488,21899,29815,4977,24423,35553,6412,28845,35193,5994,28418,35068,6063,28500,32196,5844,26352,32179,5921,26258,32239,5384,26387,31527,5705,24990,31794,4482,27043,31585,5055,26130,31577,5073,25985,31423,4407,25791,31548,5271,26277,34201,5773,28047,40221,7109,32919,39364,6272,33092
9,9,51597,47762,2191,651,390,697,71,0,0,56623,51829,2562,1230,526,410,114,0,0,59474,52205,3263,1066,811,1898,88,58643,53077,2925,1414,622,477,70,936,465,128,25,13,1079,59992,53417,3466,1286,743,798,164,40357,37769,1411,422,271,517,48,0,0,44540,41866,1202,811,255,332,15,596,242,100,99,0,48273,42931,2286,759,624,1447,71,48273,42931,2286,512,400,196,29,161,1758,46518,43195,1599,882,380,367,10,0,0,0,0,0,47794,43921,1858,889,464,596,40,616,362,125,40,49782,45141,2339,1169,617,520,26,959,452,72,26,20985,4142,16503,19899,3059,16840,22931,3249,18858,22050,2896,17779,21990,3302,18416,21605,3467,18138,21324,3282,18042,24643,3721,20377,30267,5060,24784,29975,4725,24356,29825,4675,24488,26756,4562,22194,26759,4638,22121,26494,4109,21837,25367,4358,20256,25511,3508,21734,25334,3800,21069,25348,3805,20956,25215,3418,20555,25268,3964,21304,28806,4630,23711,36591,6438,29935,35761,5758,30003
10,10,56243,46577,6329,1810,1085,648,125,0,0,57990,46700,7365,2241,1210,396,271,0,0,59519,46788,7800,2287,1137,1608,89,58642,47032,7416,2025,1462,491,508,1388,1185,58,0,204,1355,59998,47656,7897,2417,1408,697,563,43308,37249,3636,1333,716,476,70,0,0,43297,38433,2118,1652,655,362,40,1505,512,62,59,0,47164,38589,4736,1757,869,1224,56,47164,38589,4736,1505,745,84,16,99,1390,44167,38859,2589,1599,702,368,0,0,0,0,0,0,44673,39574,2345,1783,513,363,15,1609,333,59,15,46053,40560,2685,1820,506,375,9,1594,440,13,9,21592,4730,16496,20572,3645,16927,23086,3752,18682,22023,3276,17732,22129,3672,18245,21673,3863,17810,21395,3692,17703,24173,4016,19756,28702,5277,23103,28445,4909,22791,28215,4871,22797,25341,4723,20618,25321,4843,20478,25335,4334,20557,23981,4463,18851,24139,3548,20366,23965,3941,19634,23943,3912,19550,23863,3416,19468,23902,4175,19727,26855,4698,21815,32265,5961,26159,31623,5412,26211
11,11,49993,46618,1873,729,412,411,38,0,0,54837,47875,2381,1007,927,2790,113,0,0,58792,51401,3136,1380,970,1708,64,57967,50757,2605,1288,679,2762,191,720,323,272,0,44,3252,62541,55705,3569,1263,1118,1062,186,37324,35260,1106,424,263,305,19,0,0,41514,37449,1096,651,382,1846,19,602,243,255,94,0,45396,40541,1921,839,625,1218,42,45396,40541,1921,651,479,104,13,124,1563,43750,39626,1164,674,291,1864,0,0,0,0,0,0,47156,43704,1726,469,470,624,50,432,277,75,50,49600,45439,2194,604,644,607,58,580,350,6,58,20407,3865,16205,20840,3007,17833,24255,3434,20056,23305,2940,19086,23662,3632,19754,23201,3813,19388,22967,3663,19304,26099,4129,21423,31469,5791,25225,31223,5457,24925,30965,5472,24811,27900,5199,22701,27895,5333,22562,27990,4784,22657,27023,5191,21104,27160,4180,22763,26977,4572,21951,26979,4493,21905,26865,3956,21752,26918,4426,22492,30244,5383,24407,37755,7138,30364,36690,5985,30705
12,12,59977,49276,3872,5741,773,463,116,0,0,59677,47824,4590,5986,704,514,30,0,0,59300,46518,4552,6046,773,1476,54,61063,48537,4608,6550,848,651,53,5578,640,114,0,281,1299,60382,48217,4210,6486,800,715,147,46053,38677,2275,4306,542,353,63,0,0,44030,37763,1135,4507,316,288,0,4383,316,104,28,0,46487,37386,2859,4498,583,1134,28,46487,37386,2859,4158,469,82,2,152,1379,45099,38623,1169,4604,354,362,0,0,0,0,0,0,45672,38810,1512,4407,506,420,45,4049,401,68,45,45720,38113,2257,4327,572,349,88,3874,391,49,88,22004,6077,15535,18000,4481,13519,19320,3724,15099,18239,3536,13977,17015,3196,13678,16593,3434,13159,16323,3266,13057,19472,3734,15449,23478,4516,18690,23245,4466,18170,22892,4525,17796,19646,4056,15590,19657,4094,15563,19830,3678,15835,17862,3574,13840,17958,2859,14953,17797,3124,14420,17756,3127,14276,17715,2799,14368,17696,4143,13553,21162,4053,16872,26998,5616,21258,26502,6900,19602
13,13,57232,38464,6052,11644,877,468,112,0,0,57393,36948,7184,11795,1180,543,27,0,0,59150,36814,8000,12212,1028,1521,72,56398,36064,7531,11468,889,511,38,10235,504,9,0,119,1941,58177,36675,8581,11589,1024,948,30,43068,30570,3657,8072,622,298,72,0,0,40878,30194,2014,8023,390,218,0,7864,372,10,42,0,45176,29952,4897,8665,752,1107,42,45176,29952,4897,8146,615,99,9,116,1342,40127,29247,2275,7951,293,266,0,0,0,0,0,0,41217,29670,2444,8296,369,318,10,7907,360,10,10,42757,30090,3132,8480,538,313,32,7947,498,0,32,18607,6784,11526,20174,7023,13151,21255,6786,13771,20206,5655,13740,18971,6456,12301,18558,6374,12184,18176,6156,12020,21583,7102,14102,25659,8949,16359,25445,8519,16271,25225,8577,16039,22216,7934,14282,22220,8065,14155,21861,7180,14288,19740,6793,12457,19868,5942,13757,19695,6123,13251,19657,6195,13027,19650,5615,13437,19343,7623,11720,22685,7528,14834,25700,8722,16831,25074,9785,15289
14,14,54893,47457,2852,3772,412,524,54,0,0,57750,47684,4945,3658,655,920,26,0,0,59135,48125,4163,4338,713,1795,52,57519,46985,4030,3683,751,737,86,3153,512,16,58,1546,1223,57451,46193,4450,4671,838,819,107,40068,35381,1628,2469,276,379,26,0,0,42677,37149,1782,2870,262,566,4,2783,193,34,35,0,45511,37785,2675,3117,499,1356,31,45511,37785,2675,2759,362,116,11,140,1663,43671,38093,1752,2841,270,616,29,0,0,0,0,0,43447,37150,2076,3258,417,464,45,3101,340,49,45,46455,39533,2621,3350,289,463,137,3169,220,46,137,24041,5530,18177,20287,3866,16421,22940,3804,18476,21844,3435,17268,21688,3791,17652,21245,4003,17242,21337,3895,17442,24322,4277,19553,29501,5569,23511,29226,5345,23104,28994,5451,22879,25447,4940,20507,25458,5051,20407,25741,4556,20695,24304,4600,19099,24435,3886,20350,24279,4172,19682,24258,4097,19631,24179,3802,19359,24244,3966,20278,27736,5057,22262,34687,6730,27779,33554,5499,28055
15,15,53350,39947,5057,7397,664,609,81,0,0,56012,41232,4679,9102,744,537,9,0,0,59213,40489,6949,9352,1051,1639,86,58035,41703,5951,9441,805,540,22,7606,494,118,4,76,2080,61725,44682,6733,9209,926,592,62,39593,30918,3018,4922,448,477,59,0,0,40162,32304,1417,5777,351,259,0,5636,275,135,52,0,45791,32924,4426,6500,775,1277,63,45791,32924,4426,6005,625,122,16,163,1510,41831,32758,2446,6064,332,215,0,0,0,0,0,0,45376,35492,2962,6318,300,288,15,5973,271,4,15,46063,34775,3759,6485,603,256,89,6128,439,13,89,16342,4881,11199,18489,5037,13452,20461,5031,14779,19459,4377,14005,19706,5353,14139,19318,5419,13899,19457,5396,14061,21812,5761,15611,26363,7448,18563,26148,7167,18262,25937,7248,18026,22430,6614,15816,22422,6710,15712,22385,5877,16058,20492,5643,14288,20632,4945,15509,20504,5137,14983,20455,5079,14861,20417,4749,14832,20462,5022,15440,23929,6456,17110,29523,8395,20937,28527,7091,21436
16,16,54176,41411,5404,6541,541,442,57,0,0,58882,44915,6273,6925,529,552,20,0,0,59402,43303,6503,7581,676,1467,81,59319,44410,6436,7473,553,521,87,6484,459,0,0,9,1523,60515,44749,7284,7256,436,529,114,39046,31075,3079,4340,341,307,29,0,0,41067,33855,1823,4951,225,238,4,4809,191,0,10,0,44009,33631,3791,5146,452,1029,57,44009,33631,3791,4768,347,94,21,142,1215,41948,34097,1849,5384,308,234,0,0,0,0,0,0,42593,34674,2372,5151,101,394,0,4944,50,15,0,43043,34688,2790,5085,128,515,4,4821,38,62,4,20008,5235,14413,19238,4589,14649,21077,4145,16430,19976,3660,15468,19171,3949,15073,18792,4101,14691,18301,3813,14488,21949,4526,17097,26863,5930,20656,26610,5686,20278,26304,5764,19999,23255,5346,17909,23252,5407,17845,23084,4835,17912,21493,4795,16177,21608,4165,17290,21445,4386,16769,21416,4346,16643,21324,4026,16562,21218,5255,15963,24618,5260,19079,29830,6507,23183,29230,7305,21925
17,17,45467,33728,2526,8482,664,404,55,0,0,53093,37692,3982,10418,1367,380,179,0,0,59120,37414,4670,14783,1277,1278,124,54768,38005,3307,11136,1730,638,68,9829,1040,67,35,250,2234,59102,38250,4453,13962,1557,822,265,31693,24440,1474,5251,410,264,32,0,0,36467,27637,1765,6194,444,258,60,6063,169,142,130,0,42761,28229,2969,9843,830,949,69,42761,28229,2969,9084,601,106,27,229,1516,38674,29058,1607,6684,736,406,35,0,0,0,0,0,41885,29751,2172,8499,749,303,160,8115,581,45,160,46006,29723,3087,11596,848,350,113,11167,651,38,113,17096,5200,11699,16865,4590,12275,20027,5414,13978,19112,4727,13370,19521,6320,13007,19196,6306,12890,18876,6059,12817,22463,7108,14868,28692,10079,18178,28395,9781,17778,28195,9899,17609,24647,9200,15447,24656,9286,15370,24025,8117,15393,22409,8244,13579,22519,7603,14692,22337,7711,14201,22286,7595,14102,22262,7307,14144,22149,8618,13531,26362,9336,16578,33779,12562,20971,33131,13354,19777
18,18,55816,48873,1254,4862,415,499,36,0,0,57752,48995,1837,6047,740,297,8,0,0,59335,50306,1738,5118,595,1441,62,57611,49080,2164,5402,669,485,7,3868,364,176,0,420,1539,58266,49602,1601,5276,739,608,7,41420,36829,707,3279,274,389,24,0,0,43416,37812,800,4057,445,273,10,3850,390,193,14,0,45159,38843,1078,3604,399,1121,37,45159,38843,1078,3237,281,119,18,118,1465,43692,38817,870,3129,425,450,0,0,0,0,0,0,44189,39340,749,3211,393,535,0,2971,340,38,0,46809,40967,925,3839,307,865,0,3543,244,20,0,24395,5579,18402,20412,3951,16461,22352,3487,18323,21164,3228,16985,21404,3133,18082,21008,3474,17534,20648,3214,17434,23757,3640,19798,28946,4571,24125,28690,4400,23648,28438,4483,23389,24888,4101,20787,24882,4164,20718,25159,3796,21004,23849,3822,19436,23972,3127,20671,23848,3441,20068,23813,3422,19932,23701,3136,19686,23736,3445,20291,27048,4148,22621,33377,5547,27694,32817,5471,27346
19,19,51364,37363,2683,10353,867,438,60,0,0,57527,38945,3466,14481,716,391,119,0,0,59752,35689,4726,16900,1480,1402,104,60428,39094,5079,15841,395,868,123,13418,159,146,0,190,2345,60638,36499,5630,16275,1747,951,143,36342,27472,1597,6606,553,296,41,0,0,42111,30028,2090,9347,257,334,0,8758,170,183,115,0,44754,28267,3052,11663,992,1015,66,44754,28267,3052,10838,712,84,34,217,1550,44246,30166,3024,10358,260,341,0,0,0,0,0,0,44500,29660,2799,10819,624,302,0,10179,289,20,0,45764,28495,2582,13370,831,251,0,12761,541,15,0,20253,6168,13888,22923,7016,15907,25951,8546,16561,25010,7297,16500,24634,9424,14972,24252,9399,14853,23899,9105,14794,27311,10091,16655,32226,13190,18614,31888,12628,18442,31770,12741,18297,28693,12105,16588,28683,12209,16474,27977,11039,16383,25952,11214,14097,26064,10287,15584,25865,10411,15022,25817,10333,14834,25806,9834,15139,25587,11607,13980,29467,12215,16800,34921,15565,19096,34206,16360,17846
20,20,53860,43647,4337,4318,1427,419,71,0,0,59416,44201,6948,7040,1574,664,28,0,0,60107,44437,6372,5973,1843,1387,88,59749,44156,6788,7786,1353,399,37,6429,937,27,0,186,1229,61786,45652,7433,6827,1364,437,110,37634,31258,2678,2666,883,292,41,0,0,41811,34215,2833,4033,571,127,0,3943,334,50,24,0,45725,34934,4197,4230,1274,1018,59,45725,34934,4197,3639,926,64,20,252,1693,42096,34355,2804,4257,537,162,0,0,0,0,0,0,43934,35935,2926,4117,772,181,0,3929,446,40,0,44115,35529,3026,4423,858,224,10,4178,633,19,10,24627,6074,18252,25212,5631,19581,27656,6875,19506,26813,5535,19749,25446,7439,17580,24999,7359,17640,24776,7205,17571,28576,8069,19711,33443,10997,21846,33135,10255,21899,32829,10301,21576,29281,9547,19734,29264,9750,19514,28854,8592,19507,26290,8507,16889,26455,7376,18821,26274,7616,18121,26252,7619,17882,26221,6921,18298,26183,7461,18722,30111,9430,20104,35207,11812,23111,33403,9266,24137
21,21,46057,40203,2857,1960,802,415,52,0,0,54648,46871,3362,2990,1268,609,23,0,0,59529,47645,5083,3350,1701,1506,76,56224,48273,3907,2972,1158,291,200,2087,715,22,0,36,1185,59174,50732,3768,2479,1506,365,170,33355,29702,1715,1223,514,276,28,0,0,38102,34631,1169,1593,376,269,0,1449,286,4,50,0,44931,36876,3343,2272,1121,1070,60,44931,36876,3343,1902,838,98,22,274,1578,39631,35919,1715,1592,283,159,0,0,0,0,0,0,42908,38411,1962,1761,575,193,10,1416,492,0,10,46363,39942,3006,2449,789,123,51,2066,618,8,51,22187,4673,17283,23214,4024,19190,26458,5281,19938,25709,4253,19922,25977,6126,19466,25576,6040,19536,25350,5980,19370,29067,6721,21579,35576,9698,25285,35310,8948,25333,35001,9017,25061,31581,8393,23188,31584,8591,22993,31288,7724,22781,30063,8167,20943,30259,6905,23058,30067,7288,22146,30063,7243,21985,30018,6472,22227,29994,7152,22842,33435,8685,24118,39387,11117,27933,37884,8889,28995
22,22,53036,37493,6041,7235,2133,483,88,0,0,58545,39536,5392,10377,2743,377,176,0,0,59460,37180,7883,9890,3055,1555,106,58376,38740,5747,9946,3487,460,185,8783,2626,50,150,73,2206,59761,38045,6631,10869,3967,549,190,39154,28971,3838,4647,1502,344,55,0,0,41210,30410,2317,6556,1532,303,10,6337,1322,53,95,0,45815,30057,5301,6918,2252,1194,77,45815,30057,5301,6102,1850,97,14,347,2047,41380,30529,2473,6207,1864,387,20,0,0,0,0,0,42681,30984,2951,6791,1743,310,25,6337,1513,0,25,43434,29180,4649,7290,2057,260,13,6973,1748,0,13,26336,8469,17534,22578,6918,15660,25322,8399,15565,24617,7219,15714,23525,9280,13858,23207,9228,13979,22882,9107,13775,26397,9829,15742,31039,12660,17757,30745,12190,17570,30512,12130,17394,27488,11559,15929,27488,11719,15769,26471,10207,15510,23908,9942,13150,24025,8928,14848,23865,9147,14153,23860,9107,13986,23862,8577,14292,23788,9080,14708,27717,11069,16058,32730,13543,18854,31421,11785,19636
