ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
36,36,62220,47918,4410,6862,2796,574,92,0,0,76757,57433,6727,8252,3879,683,172,0,0,86038,62471,7654,8185,6164,1489,127,77152,57685,6055,9191,4135,827,125,7632,2871,147,27,2619,84907,62677,6114,9451,6001,843,228,42698,33507,2549,4682,1770,355,57,0,0,51560,41074,2413,5724,1972,187,40,5416,1753,38,40,167,0,61271,45582,4695,5742,4097,990,79,61271,45582,4695,5001,3558,139,18,1950,51690,41037,2524,5742,2086,192,29,0,0,0,0,56962,45119,2584,5737,3089,215,18,5515,2668,78,18,57730,45054,3126,5374,3565,332,53,5184,3074,93,53,31569,14973,16217,35640,15634,20006,25272,11463,13087,41717,20003,19242,41509,18789,21295,41651,21175,19482,40391,20156,20235,39716,19069,20647,40746,18245,21174,39922,20280,19642,39601,17814,21787,48115,24980,21827,51801,28115,22593,51421,25662,23443,51663,29717,21099,50742,27534,23208,50080,27853,22227,50783,26592,24191,50276,27745,22531,49963,25089,24874,47816,25475,21088,39699,21780,16935,39390,22700,16690,39417,21777,17640,39315,21654,17661,50492,28354,20649,54000,29534,23222,53010,33996,15570,53099,31047,22052,52516,27720,22716,53028,29854,21660,52632,30578,22054,52318,27372,24946,52741,28534,23285,52455,29742,22713
37,37,68642,50744,6577,9763,1281,1013,77,0,0,79725,58093,8310,10892,2609,724,236,0,0,90307,63171,10196,12483,2776,2171,167,83366,60083,9383,12148,2479,771,235,10291,1390,236,0,1664,93818,65569,11074,14685,2763,1321,198,48732,37285,3842,6554,775,626,35,0,0,55437,43113,3179,7326,1127,496,0,7241,874,134,0,200,0,66740,48200,6496,8931,1814,1508,123,66740,48200,6496,8081,1364,213,32,2096,57418,43928,3647,8085,970,525,0,0,0,0,0,65465,49105,4500,9942,996,645,10,9691,783,256,10,69654,52003,4494,10796,1435,651,14,10331,1102,223,14,34094,14327,19346,36023,15032,20991,25282,9998,14397,41490,16449,22755,41249,16103,23649,41438,18136,22361,40285,17644,22641,39746,17450,22296,40679,15724,23728,39912,18616,21296,39641,15895,23746,49010,21771,25896,53283,24279,27849,52933,22765,27449,53140,26228,25998,52298,24678,27620,51802,25185,26617,52398,23620,28778,51938,25181,26757,51655,22452,29203,49058,22287,25483,41394,19288,21074,41085,20135,20950,41122,19554,21568,41008,19261,21747,54662,26695,26346,60913,28984,30733,59813,33981,21951,59966,31000,28966,59324,27789,29212,59912,29721,28336,59505,30812,28693,59263,27696,31567,59566,28484,30684,59270,29496,29774
38,38,79541,21193,13596,43029,2289,1121,103,0,0,91234,29516,14596,44167,3585,1614,237,0,0,86444,28528,18107,35777,3838,2028,140,91893,29508,16169,42533,4594,1795,170,38380,3998,268,21,3154,89223,28417,16728,40219,4536,1729,160,58887,18176,8217,31000,1681,752,65,0,0,63026,25393,3624,31606,1762,1091,33,30721,1645,175,33,117,0,67496,24985,11530,27602,2977,1466,87,67496,24985,11530,26090,2407,209,26,1945,64469,26015,4993,30307,2434,1253,20,0,0,0,0,63691,25074,5737,29178,2732,1036,0,27892,2339,252,0,62104,24188,6534,27043,3405,927,6,25628,2847,199,6,33867,28291,5309,36724,30820,5904,22830,18755,3519,36858,29977,5484,36615,29377,6324,36729,30165,5887,35880,30099,5781,35362,28787,6575,36196,28895,6266,35604,30146,5458,35554,29050,6504,39125,32017,6298,40647,33382,6610,40321,31922,6728,40502,33969,5878,40064,33398,6666,39757,33293,6464,40108,33072,7036,39910,33549,6361,39708,31684,8024,37461,30785,5901,26486,22007,3862,26313,22263,4050,26296,22129,4167,26247,21985,4262,37201,30510,5880,38990,31208,7034,38599,32525,4526,38319,31943,6376,38151,30586,6421,38396,31233,6044,38193,31913,6280,38013,30495,7518,38334,31042,6322,38069,31400,6669
39,39,65097,33263,9090,21215,1600,1010,74,0,0,79297,37289,12833,27986,1482,1054,87,0,0,85371,36739,14633,30335,2932,2265,167,79643,36088,14897,27195,1727,1076,16,25113,1465,42,0,1762,84498,37090,15474,29175,2310,1883,27,47015,26107,5500,14250,1079,650,49,0,0,54424,30036,3989,19017,864,407,0,18479,838,64,0,358,0,64158,29995,9377,21957,2110,1670,129,64158,29995,9377,20471,1701,270,40,1993,54799,29634,4909,18498,1081,289,0,0,0,0,0,59317,30860,5772,20646,1123,322,0,20304,975,82,0,62314,30991,7304,21347,1925,485,21,20592,1773,112,21,29976,16807,12849,32735,18939,13796,21214,12039,8535,36017,20517,13885,35811,20185,14476,35961,21277,14014,35109,21322,13787,34713,21298,13415,35451,20082,14454,34807,22078,12729,34702,20389,14313,41997,25538,15500,45454,27976,16719,45117,26794,16186,45341,29162,15480,44714,28531,16183,44378,28789,15589,44852,27863,16989,44559,28997,15562,44298,26540,17758,41178,25314,14952,30646,18828,11117,30515,19114,11401,30483,19013,11470,30428,18875,11553,45335,28658,15585,50859,31369,18603,50113,34160,13492,50040,32782,17258,49720,30845,17266,50041,31697,16798,49753,32864,16889,49570,30934,18636,49936,31375,17594,49611,31935,17676
40,40,78623,58688,4957,10673,4234,649,102,0,0,82211,62967,4811,10171,3892,994,80,0,0,86359,60771,6523,12520,5398,1503,139,83876,63367,4770,10963,4524,804,37,9624,3762,220,11,1962,84461,63093,4901,10791,4910,724,16,60801,46475,3374,7801,3012,446,63,0,0,61713,49507,1956,7516,2185,465,20,7322,1862,191,20,142,0,68402,49311,4602,9493,3995,1100,100,68402,49311,4602,8427,3339,151,27,2215,63130,50047,2053,8007,2526,330,10,0,0,0,0,64200,50783,2255,7969,2782,356,0,7583,2470,55,0,66146,50399,3091,8436,3620,495,5,7869,3311,67,5,45688,24625,20554,46898,24486,22412,32675,17241,14540,49665,27897,18749,49488,26475,21481,49700,29454,19147,48288,28473,19815,47547,26599,20948,48756,25521,21625,47798,28718,19080,47483,25457,22026,53404,32016,19949,55773,34916,19682,55391,32095,21041,55590,36405,18332,54722,34333,20389,54015,34654,19361,54663,33257,21406,54285,34734,19551,53940,31194,22746,51991,31888,18753,41101,25644,14452,40988,26005,14983,40834,25679,15155,40744,25674,15070,52302,33492,17409,54585,34276,19166,53533,38574,11818,53739,35502,18237,53100,31635,19186,53704,34270,18044,53273,35395,17878,52881,31452,21429,53766,33323,19509,53041,34041,19000
41,41,63737,38871,3249,7409,14140,561,98,0,0,81230,41798,4297,10600,23979,813,136,0,0,89876,40326,5330,10594,32549,1197,156,85285,43505,3981,10441,26686,779,147,8532,25040,264,95,3157,89744,43091,4754,12311,29432,355,146,46036,29167,2154,5176,9416,361,59,0,0,50279,31434,2152,7475,8739,450,120,6942,8555,207,120,15,0,66844,32398,3651,7719,22178,820,118,66844,32398,3651,6837,21524,107,27,1961,54599,33820,2279,7385,10662,520,95,0,0,0,0,57984,34346,3010,8356,12122,210,33,7365,11819,38,33,60133,34995,3674,9178,11843,156,3,8187,11286,23,3,28094,15745,12027,32780,18257,14523,21536,12010,8925,37429,22883,12562,37096,21346,14637,37245,23365,13019,36117,22579,13538,35502,20968,14534,36373,20765,14364,35629,22437,13192,35346,20166,15180,42162,27260,13923,45029,30139,14147,44684,28023,15007,44838,31577,12620,44107,29554,14553,43583,29678,13905,44126,28919,15207,43745,29755,13990,43511,27790,15721,41174,27200,13054,31158,21021,9442,31052,21379,9673,30952,21044,9908,30870,20917,9953,42689,28976,12663,45603,30023,14479,44938,33299,9347,44816,31334,13482,44385,28879,13934,44825,30530,13154,44485,31046,13439,44208,28428,15780,44788,29667,14199,44349,30457,13892
42,42,78328,30467,10278,35202,3141,1832,842,0,0,85385,29779,12824,40393,3497,2156,798,0,0,82965,25844,13118,40409,3571,2731,941,86757,28978,13172,41691,3688,2008,781,36884,2032,523,269,4414,85419,27985,13810,40894,3335,2688,818,55380,23058,6310,23836,2094,1160,490,0,0,63284,23849,8093,28006,1754,1086,190,26687,1269,463,190,577,0,63563,21375,9444,29622,2669,1854,586,63563,21375,9444,26806,1901,499,364,2881,64043,23467,8473,28798,1723,1054,224,0,0,0,0,62367,22681,8634,27727,1505,1256,184,26344,1061,379,184,62624,22566,8742,27658,1896,1177,203,26183,1455,351,203,25423,18698,6538,24154,18477,5677,13019,9723,2964,24130,18015,5234,23847,17561,5499,23815,17469,5753,23377,17998,5379,23257,18027,5230,23512,17421,5278,23304,18204,5100,23168,17618,5550,26219,19601,5864,27598,20624,6396,27310,19622,6031,27428,20975,5692,27068,20716,6352,26932,20701,6231,27128,20654,6474,27029,20976,6053,26879,19655,7224,24619,18487,5466,14157,10840,2983,14073,10869,3204,14080,10901,3179,14051,10840,3211,24050,17819,5614,25473,18442,6606,25058,18521,5271,24938,18654,6284,24751,18077,5798,24998,18248,5742,24906,18766,6140,24802,18369,6433,24794,17226,6221,24739,18502,6237
43,43,78160,45204,4731,24974,1450,2926,361,0,0,82936,46328,7487,25877,2109,2962,629,0,0,85335,44901,7229,27630,2568,4382,525,84163,47434,7577,26360,1919,2660,625,22983,998,1204,290,3510,85223,46997,7087,26897,2560,3609,637,57868,35238,2896,17309,977,1947,200,0,0,60851,36334,3930,17376,972,1921,75,16930,663,1434,75,349,0,64314,35692,4555,19844,1703,3035,294,64314,35692,4555,18191,1125,1410,131,2858,61667,36754,3688,18433,882,1642,68,0,0,0,0,62341,36311,3527,19365,1121,1632,146,18655,748,977,146,63987,36750,4470,19335,1146,1762,194,18358,840,951,194,34405,16152,17908,34838,16841,17997,22487,10221,11449,36881,15494,20118,36453,15276,20009,36572,15660,20175,35658,16493,19165,35413,16849,18564,35881,15083,19724,35466,17596,17870,35269,15756,19513,41272,18057,22315,43859,18899,24297,43487,18365,23087,43717,20268,22777,43161,19855,23306,42851,19746,23105,43247,18999,24248,43067,20119,22948,42781,18498,24283,39764,17450,21506,27441,11582,15277,27258,11458,15800,27284,11785,15499,27277,11678,15599,40968,18260,21794,44314,19106,24652,43512,21348,19868,43530,20132,23398,43184,18805,22950,43516,19391,22667,43385,20476,22909,43214,19242,23972,43179,18702,24477,43104,19627,23477
44,44,84351,37152,7398,36196,3552,1944,564,0,0,83180,32978,8319,37669,3782,2235,497,0,0,82683,30306,8778,38748,4167,3100,693,83035,31401,8722,37756,4027,2320,601,33886,2768,833,380,4318,82442,29998,9117,37775,4181,2489,810,65131,30916,4909,26239,2637,1317,359,0,0,63044,27456,5209,26764,1996,1227,175,25814,1675,633,175,426,0,65452,25997,6102,29034,3222,2249,481,65452,25997,6102,26529,2473,655,261,3047,62961,27088,5496,26436,2252,1299,259,0,0,0,0,61593,26104,5643,25621,2343,1348,318,24615,2013,648,318,61569,25598,5558,26400,2141,1471,277,25116,1880,628,277,37637,22720,14587,36181,22372,13809,21807,12258,8892,34731,20651,12748,34265,19967,13100,34317,20254,13256,33492,20988,12504,33178,21127,12051,33714,19804,12832,33295,21708,11587,33094,20230,12864,36358,22194,13247,37741,23026,13980,37300,21952,13427,37542,24002,12728,36922,23415,13507,36671,23373,13298,37036,22900,14136,36908,23869,13039,36595,21926,14669,34255,20893,12567,21376,12162,8727,21217,12040,9177,21194,12301,8893,21166,12259,8907,33130,20214,12148,34817,20688,13578,34079,22080,10133,34033,21282,12751,33729,19859,12652,34053,20603,12148,33917,21538,12379,33745,20462,13283,33793,19161,13327,33719,20810,12909
45,45,78652,37955,7786,29269,2735,2853,554,0,0,81374,35582,9926,31988,4043,2886,450,0,0,83745,32150,10373,35600,4085,4200,626,80607,34367,10610,31772,3946,2840,404,27677,2303,1247,122,4081,82123,32395,11978,33772,3840,2703,467,55555,28760,4664,19306,1796,1833,303,0,0,55361,26136,5525,20251,1690,1368,164,19679,1410,820,164,374,0,61152,25331,6640,24668,2739,2939,399,61152,25331,6640,22300,1925,1095,198,3293,55134,25646,5911,20069,1614,1592,104,0,0,0,0,56304,24764,6478,21823,1562,1393,96,21125,1245,783,96,56909,23757,6701,23109,1715,1372,111,22391,1362,753,111,30516,17149,13142,31179,18050,13129,18100,9941,7518,31813,17468,13190,31386,16953,13319,31466,17089,13604,30812,17919,12893,30582,18012,12570,30918,16839,12923,30683,18405,12278,30514,17211,13303,35607,20474,14246,37952,21920,15359,37622,21062,14576,37806,23033,14000,37267,22294,14973,37019,22259,14760,37344,21932,15412,37203,22620,14583,36957,20981,15976,33837,19601,13466,21033,11865,8687,20898,11830,9068,20927,12000,8927,20884,11873,9011,33748,19675,13274,35909,20395,15004,35261,21688,11742,35218,21035,14183,34904,19981,13672,35212,20476,13506,35080,21101,13979,34906,20265,14641,34937,19574,14755,34848,20652,14196
46,46,95602,51245,7403,26990,430,10440,114,0,0,92006,47458,8555,25527,456,11096,33,0,0,83701,43090,8140,22943,416,10377,125,91423,46714,8838,24998,403,11329,38,23697,326,9994,10,1588,82714,41779,8545,23289,438,9978,121,71631,40731,4404,19537,291,7100,74,0,0,68402,38843,2177,19069,251,8183,8,18755,237,7696,8,79,0,64953,35486,4988,17427,296,7373,79,64953,35486,4988,16526,171,5931,31,1675,67975,38452,2123,18970,266,8396,14,0,0,0,0,61674,34442,2341,17673,275,7338,50,16886,246,6414,50,60636,34002,2385,17049,249,7183,54,16244,195,6184,54,35594,16033,19001,35338,16376,18962,21672,9748,10697,35096,13276,21174,34289,13092,20172,34562,13613,20510,33250,15445,17805,32646,15431,17215,33623,13611,19400,32827,16418,16409,32686,14620,18066,37881,14202,23134,39881,14030,25580,39307,14204,23720,39562,15457,23782,38784,15021,23763,38598,15135,23463,39011,14144,24867,38688,15696,22992,38411,14453,23958,36797,13645,22646,26845,9262,17006,26834,9616,17218,26654,9417,17237,26669,9288,17381,37422,13251,23596,40007,12910,26825,39128,14690,22950,39097,13954,25143,38667,13263,24683,39037,13648,24454,38896,14184,24712,38711,13317,25394,38886,12635,26251,38648,13605,25043
47,47,96678,19986,6189,25189,1077,45661,123,0,0,96658,19131,6202,24757,921,46371,112,0,0,83452,16088,6230,21276,1062,40942,146,95892,18907,5911,24700,925,46165,122,23881,689,44485,33,1834,85686,16616,5456,21618,950,41827,93,71189,17005,3776,18124,815,32058,83,0,0,70083,15997,1377,18370,495,33720,20,18198,408,33082,20,159,0,63818,13858,3885,16062,872,30185,101,63818,13858,3885,15154,708,28052,29,1888,69950,15753,1462,18268,534,33846,20,0,0,0,0,62611,13997,1367,15890,453,30854,14,15572,379,30159,14,60670,12907,1584,15649,397,30320,48,15052,343,29383,48,30037,18117,11415,30954,19578,11376,17951,10254,7103,29506,14820,13856,28603,14818,13254,29039,14256,14530,27556,16548,11008,27189,17026,10163,27850,15525,11720,27393,17823,9570,27368,17075,10293,31593,15178,15933,33753,14436,19058,32744,14530,17054,33273,17133,15819,31965,15639,16326,31844,16308,15536,32229,14904,17325,31902,16796,15106,31593,15052,16541,30236,14260,15525,19244,8362,10449,19310,10149,9161,18779,8367,10412,18786,8137,10649,30477,12890,17142,33165,12466,20414,31966,13982,16824,31769,13095,18674,31123,13331,17175,31571,13670,16952,31436,14051,17385,31198,13441,17757,31461,12346,19115,31125,13198,17927
48,48,83051,35715,6575,31072,1269,9831,258,0,0,89033,36667,8251,33756,1677,10355,355,0,0,86256,33914,8793,32762,1922,10725,432,89511,36210,8718,34009,1853,10383,478,31261,1046,8277,67,3521,86834,33980,8992,33811,1677,10389,529,59808,27741,3843,21607,805,6345,152,0,0,63575,28560,3133,24229,825,6794,40,23725,720,6100,40,259,0,64317,27041,5528,23852,1282,7465,269,64317,27041,5528,22280,820,5582,125,2695,64070,28379,3398,24302,897,6945,70,0,0,0,0,62695,26870,3859,24242,789,6913,54,23370,553,5784,54,62609,26381,4203,24142,991,7046,72,22828,738,5733,72,30000,17372,12285,30863,18247,12616,20453,11593,8158,32116,17031,13989,31469,16708,13754,31567,17025,13864,30504,17460,13044,30014,18036,11978,30778,16841,12980,30220,18378,11842,30045,17276,12769,34564,18442,15331,36414,18990,16926,35844,18316,15704,36175,20268,15296,35388,19350,16038,35237,19801,15436,35543,19018,16525,35327,19969,15358,35072,18518,16554,33184,17625,14820,22619,11477,10516,22545,11613,10932,22357,11648,10709,22352,11517,10835,34232,17810,15674,37393,18650,18314,36587,19833,15065,36446,19243,17203,35878,18489,16247,36374,18791,16295,36275,19471,16804,36014,18611,17403,36108,17238,17454,35910,18907,17003
49,49,71378,49873,4485,10992,5961,742,95,0,0,84351,59146,4956,12674,7375,715,70,0,0,84251,56412,6424,12111,8198,1314,141,86769,60716,5596,13311,7162,646,163,11859,6217,193,99,1766,82423,57497,5961,12476,6353,1038,128,61992,44738,3239,8787,5071,582,72,0,0,66845,51468,1897,9601,3235,496,45,9233,3004,274,45,155,0,73023,50180,4890,9740,7179,1044,99,73023,50180,4890,8643,6308,160,38,2449,68749,52641,2446,9997,2931,461,99,0,0,0,0,66304,50244,3268,9268,2715,650,4,8576,2161,222,4,68043,50474,3629,9834,3335,465,0,8928,2749,175,0,33903,21737,11708,35415,22139,13276,22385,14180,7445,39443,25799,11095,39207,24483,13389,39368,27045,11319,38142,26225,11917,37405,23796,13609,38408,23622,13218,37594,26079,11515,37392,23745,13647,41093,28219,11687,42331,30121,11258,42025,28094,12207,42155,30823,10560,41527,29930,11597,40970,29731,11239,41473,28924,12549,41162,30022,11140,40847,27130,13717,39369,27578,10704,28890,20652,7459,28731,21083,7648,28672,20828,7844,28577,20856,7721,39869,28553,10229,42594,29328,12205,41843,32576,7026,41748,30538,11210,41287,27765,11998,41734,29557,11058,41379,30376,11003,41066,27348,13718,41805,28754,11970,41260,29407,11853
50,50,79482,55043,5270,16653,2042,1014,81,0,0,83350,57092,7804,15391,2440,1068,27,0,0,86290,57261,9056,15517,2567,2188,134,83431,58110,7753,14540,2535,1148,23,13083,2185,402,23,1726,85426,59298,7808,14806,2309,1452,60,61429,43717,3111,12854,1343,677,50,0,0,61793,45728,1866,12258,1294,711,28,11896,1232,401,28,69,0,68379,47108,5651,12349,1801,1616,98,68379,47108,5651,11614,1409,184,18,2140,62890,47266,2090,11602,1369,638,24,0,0,0,0,64750,48783,2172,11774,1241,551,34,11190,1168,113,34,65533,48961,3080,11099,1643,633,52,10134,1405,68,52,40736,23271,16939,41811,23622,18189,29293,16844,11567,44149,24228,18199,43851,23599,18971,43966,25245,17925,42933,25091,17842,42245,24080,18165,43254,23260,18956,42540,25780,16760,42282,23668,18614,48580,27573,20120,51226,29101,21473,50933,28333,20881,51178,30574,20042,50474,29688,20786,50025,29515,20510,50507,28474,22033,50274,29784,20490,49884,27796,22088,47842,27541,19480,38788,22913,15133,38674,22882,15718,38606,23088,15518,38592,23044,15548,49486,29001,19595,52636,29908,21979,51648,32620,17037,51594,30955,20639,51312,28904,21011,51715,30218,20300,51435,31054,20381,51082,28956,22126,51436,29802,20872,51198,30174,21024
51,51,75723,48190,11647,14648,857,1143,87,0,0,79610,50127,12914,15213,1081,992,128,0,0,83073,51084,14752,14411,1331,2408,173,80922,50329,13143,15919,1184,1188,57,14213,925,611,0,1646,83539,51011,14189,16499,1475,1387,93,56509,38285,6969,10303,562,758,52,0,0,56533,40675,4345,10406,452,550,20,10189,399,413,20,69,0,63333,41384,9137,10594,921,1689,113,63333,41384,9137,9777,627,324,37,1853,57938,41045,4683,11040,598,716,0,0,0,0,0,58774,41714,4547,11117,689,770,0,10639,406,111,0,61723,42929,5948,11050,895,829,14,10463,497,49,14,31429,13665,17329,31724,13548,18176,20795,8603,11223,33568,12925,19457,33188,12877,19147,33345,14142,18487,32366,14280,18086,31806,14834,16972,32740,12676,19218,32178,15728,16450,31806,13603,18203,37143,14782,21549,39427,15116,23773,39041,14770,22353,39218,16881,21772,38482,16030,22452,38207,16320,21887,38599,15068,23531,38390,16896,21494,37993,14579,23414,36062,14283,21056,26295,9648,16082,26170,9460,16710,26144,9985,16159,26134,9943,16191,37817,14906,22102,41570,15217,25888,40701,18212,20215,40630,16395,24235,40208,14829,24026,40662,15823,23465,40484,16971,23513,40138,14984,25154,40518,14357,25065,40114,15765,24349
52,52,80440,51870,4393,21414,1055,2218,117,0,0,82818,53522,4726,21498,1354,2085,78,0,0,84383,53230,5768,20653,1601,3650,175,83907,54906,5093,20311,1479,2325,288,19464,995,1575,127,1473,84915,55248,6007,19854,1802,2382,142,61537,41792,2692,15141,730,1463,66,0,0,62278,42587,1566,15749,810,1500,11,15692,681,1190,11,79,0,65479,43375,3562,15104,1099,2505,105,65479,43375,3562,14252,757,1013,30,2301,63222,43511,2069,15191,650,1724,60,0,0,0,0,63959,43735,2570,15196,929,1613,30,14904,761,975,30,64143,43389,2905,15095,1075,1785,44,14272,806,801,44,36632,17298,18779,36854,17339,19515,25265,11433,12716,38390,15975,21096,37761,15704,20667,38054,16939,20359,36598,17323,19275,35738,17327,18411,36973,15613,20321,36119,18363,17756,35802,16564,19238,41345,17572,22862,43570,18242,24770,42986,17316,23582,43318,19811,22818,42243,18524,23719,41862,18851,23011,42380,17783,24597,42022,19184,22838,41610,17039,24571,39997,17004,22200,28700,11480,16560,28540,11032,17508,28424,11516,16908,28411,11434,16977,40880,17339,22682,44030,17613,25923,42869,20180,20430,43061,18625,24436,42316,17003,24067,42927,17988,23702,42721,18605,24116,42339,16994,25345,42936,14904,24021,42442,18041,24401
53,53,71297,49936,8136,11892,749,1206,99,0,0,79851,54857,9421,13681,1106,1099,50,0,0,83312,53961,11712,14599,1369,2364,154,81403,56243,10157,13323,1526,797,56,11905,843,357,0,1847,84718,55630,11818,14516,1857,1609,73,52451,38386,4846,8242,515,770,57,0,0,58041,43459,3489,9906,466,725,0,9642,385,561,0,48,0,63226,43154,7207,10588,951,1702,89,63226,43154,7207,9813,634,384,12,1777,59200,44588,4166,9341,576,455,0,0,0,0,0,61953,45360,5037,9986,825,706,8,9585,505,286,8,64957,47303,5303,10525,995,890,13,9908,606,347,13,29292,10729,18232,30798,10780,20018,20370,6972,12622,33982,10993,21697,33775,11049,21607,33877,12077,21155,33117,12225,20892,32736,12923,19813,33438,10815,21809,33020,14355,18665,32763,11253,21510,39859,14194,24745,43134,15345,27127,42762,14807,25900,43010,16765,25617,42136,16008,26128,41908,16554,25354,42296,15172,27124,42075,17292,24783,41677,14805,26872,39089,14053,24193,29234,10185,18409,28983,10542,18441,29107,10497,18610,29084,10375,18709,42586,16242,25302,47526,17322,29509,46582,20981,22921,46620,18784,27836,46227,16976,27670,46603,18040,26989,46452,19804,26648,46101,17077,29024,46381,17093,29288,46099,17971,28128
