ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
148,148,56897,49780,1303,2117,3614,171,36,0,0,57984,48352,1856,2553,5277,200,54,0,0,63574,50598,2345,3576,6175,410,51,63587,50607,2345,3583,6176,410,51,58463,48105,2468,2603,5507,174,58,1910,4281,26,0,1487,62723,49929,1940,3882,5878,250,77,43258,38338,861,1525,2471,123,23,0,0,41693,36696,1044,1588,2228,129,0,1499,2011,34,0,30,0,48494,39512,1607,2589,4142,296,32,48494,39512,1607,2164,3732,22,4,1175,41609,36706,1260,1394,2136,116,0,0,0,0,0,44786,38544,1165,2281,2666,139,25,2004,2351,0,25,45507,38022,1305,2712,3307,107,21,2349,2930,8,21,36422,24710,11454,35244,22812,12432,36731,26757,9042,36736,24360,12145,36353,25897,10456,35706,23656,11509,35879,24597,10751,33921,25973,7616,33873,26362,7223,37532,27693,9391,42496,32007,10195,41785,30804,10195,41450,28488,11707,41614,29651,10990
149,149,56806,43355,2556,4561,6277,365,64,0,0,59507,44353,2436,4370,8245,337,112,0,0,64379,43481,4306,6423,9471,770,91,64410,43494,4307,6468,9472,770,91,60675,43479,3076,5149,8943,277,170,4468,7673,34,13,1779,65175,45690,3406,6139,9603,379,157,45641,35587,1829,3443,4714,267,50,0,0,43487,35634,1069,3204,3281,181,0,2966,3066,34,0,115,0,51980,36426,2944,4815,7223,562,77,51980,36426,2944,4117,6703,40,14,1511,44125,34854,1614,3912,3459,151,0,0,0,0,0,48214,37371,1880,4400,4098,216,10,3902,3706,41,10,49966,37655,2327,4680,5031,147,23,4098,4552,19,23,31309,19925,11124,29563,18054,11509,30749,20617,9112,30653,18811,11509,30309,19778,10531,29858,18191,10949,29951,19009,10264,27783,19890,7469,27743,20276,7116,31911,21843,9520,37634,26485,10791,37120,25076,11014,36889,23384,12040,36983,24259,11545
150,150,59878,49281,1547,3595,5382,266,31,0,0,64647,48983,3104,4239,8218,293,32,0,0,63744,48017,2697,4041,8102,690,59,63779,48042,2697,4074,8110,690,59,64910,49394,2864,4044,8155,373,43,3587,7660,47,10,1071,64213,49127,2865,3895,7833,401,31,45286,37892,1010,2638,3659,165,17,0,0,47262,39304,1696,3066,2983,142,10,2926,2849,34,10,99,0,50478,39123,1816,3082,5795,483,45,50478,39123,1816,2618,5446,29,12,1271,48350,40298,1577,3019,3246,188,10,0,0,0,0,48364,40579,1517,2885,3082,164,0,2671,2891,57,0,48739,40483,1333,2855,3832,88,0,2616,3544,33,0,29083,15805,13010,28526,14506,14020,31039,16388,13426,30913,14901,15594,30749,14509,16240,30194,14170,15335,30284,15205,14428,27142,16263,10437,27172,16953,9817,31854,17940,13308,37739,22105,15242,37329,21056,15253,37130,19263,16303,37210,20114,15901
151,151,61762,49895,1866,3515,6447,248,58,0,0,63420,49112,2830,3219,8224,341,68,0,0,63736,47804,3171,4291,7659,610,53,63765,47820,3172,4304,7659,610,53,62528,47564,3201,3143,6763,169,104,2641,6273,2,24,1154,62818,45889,3898,3885,8494,231,70,46455,38139,1211,2475,4571,163,40,0,0,46479,38511,1249,1973,4571,97,20,1848,4313,4,20,115,0,50517,38851,2080,3076,5875,402,34,50517,38851,2080,2666,5584,42,1,1163,45554,38742,1171,1784,3768,87,25,0,0,0,0,45718,36953,1212,2362,5103,54,20,2176,4981,0,20,46735,38124,1404,2377,4613,131,8,2180,4479,5,8,33627,19212,14167,31944,17222,14722,34978,20248,13535,34871,18340,16166,34642,20403,14239,34087,17695,15716,34233,18988,14608,30820,19786,10575,30928,20624,9914,35510,21605,13323,40997,25466,15159,40593,25118,14530,40204,22158,16473,40353,23383,15796
152,152,56897,46014,1918,5868,3146,319,65,0,0,57132,44224,2560,6677,3780,521,55,0,0,61335,45403,3371,7277,4641,752,59,61386,45432,3372,7321,4641,752,60,56865,43427,2972,6505,3866,516,70,4668,3046,52,17,2441,60874,45712,3083,7306,4593,463,48,44201,36555,1235,4178,2203,200,43,0,0,43195,35319,1113,4703,1789,230,15,4081,1655,47,15,138,0,48131,36839,2118,5309,3274,532,35,48131,36839,2118,4680,2973,39,5,1298,42891,34596,1408,4367,2145,273,15,0,0,0,0,45940,36301,1720,5119,2302,142,0,4468,1953,28,0,45871,35899,2465,4600,2460,419,9,3969,2152,20,9,31212,18451,12440,29804,17094,12710,31663,18065,12294,31293,16916,13909,31132,19197,11935,30509,16424,13302,30627,17568,12346,27085,17456,9161,27144,18029,8718,31641,19126,11874,36610,22016,14199,36136,22283,12882,35844,19781,14349,35975,20785,13891
153,153,59013,48948,1565,4992,3538,288,43,0,0,59736,48506,2463,5290,3424,477,22,0,0,62287,47886,2731,6862,4074,620,58,62313,47903,2732,6895,4074,620,58,59898,47780,2637,5158,3989,351,50,4372,3582,1,0,1434,62496,48418,3139,5785,4291,459,67,45655,38599,961,3454,2600,173,29,0,0,45268,38165,1225,3742,1957,266,0,3489,1862,1,0,60,0,48654,38544,1761,4897,2918,420,43,48654,38544,1761,4239,2575,22,8,1272,44795,38019,1356,3313,1963,228,0,0,0,0,0,47048,39714,1516,3523,2047,190,0,3365,1815,0,0,47060,38511,1804,4166,2369,80,0,3857,1914,4,0,35308,21922,13060,33580,20286,13294,35061,22359,11467,34964,20893,13722,34963,24448,10515,33993,20336,12927,34106,21536,11890,31488,21972,9052,31591,22649,8540,35396,23648,11173,39976,26604,12974,39631,27394,11333,39083,23843,13473,39291,24959,13004
154,154,60633,40269,2024,14673,3892,438,56,0,0,61289,37370,3313,16982,3861,855,126,0,0,62985,36675,3503,18266,4219,755,54,63038,36689,3505,18306,4220,755,55,61319,37364,2896,17263,4112,846,66,15552,3446,125,21,1843,63276,38419,2586,17890,4339,506,47,47836,32731,1407,10876,2884,311,39,0,0,46555,30280,2097,11776,1840,318,34,11410,1655,148,34,333,0,50036,30082,2396,13991,3242,536,30,50036,30082,2396,12923,2914,67,3,1368,47180,30370,1816,12407,2113,251,20,0,0,0,0,48540,31420,1580,12927,2363,181,15,12440,2171,34,15,48968,30374,2366,13774,2173,342,0,13118,1997,28,0,35979,26796,8882,35158,26411,8747,35918,27983,6877,35797,26528,8915,35576,28110,7466,35093,26008,8397,35220,26893,7674,32766,26790,5579,32777,27181,5272,36153,28687,6929,40091,32143,7640,39693,31536,7224,39418,29768,8275,39514,30495,7850
155,155,58826,50464,1824,2959,3588,221,45,0,0,62265,50364,2800,3855,5811,263,91,0,0,64256,49882,2941,3300,7136,615,54,64311,49917,2945,3349,7140,616,54,62361,50126,3181,3762,5722,297,108,2539,5258,0,21,1178,64365,50597,3000,3982,6308,434,202,42987,37616,1124,1959,2250,148,28,0,0,44661,38715,1503,2252,2052,75,10,2132,2009,0,10,75,0,48677,39185,1885,2267,4607,431,38,48677,39185,1885,1884,4360,38,5,1185,44622,38378,1894,2083,2069,78,20,0,0,0,0,46532,39298,1985,2415,2440,153,30,2196,2217,0,30,47135,38494,2481,2559,3401,118,0,2252,3059,6,0,30883,16369,14207,30171,14764,15407,33500,17460,14634,33746,15486,17016,33472,16283,17189,33171,14465,16517,33285,15699,15468,29617,17535,11511,29650,18212,10892,34168,18899,14455,39652,23200,15986,39310,21569,16725,39191,20147,17603,39127,20766,17175
156,156,63860,53493,3848,4300,2286,327,45,0,0,67010,56086,3804,3689,3297,312,37,0,0,66110,52726,4574,4827,3224,685,69,66169,52749,4583,4860,3225,685,71,67181,55293,3766,4662,3192,321,7,3765,2361,0,0,1900,66767,54851,3768,5021,2948,385,31,51529,43746,2711,3377,1687,233,30,0,0,53466,46545,2038,2978,1608,179,30,2811,1315,45,30,82,0,54406,44387,3180,3892,2392,493,45,54406,44387,3180,3224,2075,28,25,1323,53748,46004,2258,3627,1655,140,0,0,0,0,0,54862,46486,2819,3730,1550,149,0,3324,1081,0,0,57066,48511,2705,3867,1659,207,0,3463,1198,11,0,34438,19614,14509,32287,17261,15026,35408,20039,13914,35629,17938,16541,35171,18932,16239,34938,16785,16023,35018,17859,15116,30377,18991,10815,30351,19675,10190,34555,20200,13570,38116,23187,14493,37778,21452,15333,37642,20016,16303,37524,20608,15805
157,157,58822,51107,1241,1822,4540,197,17,0,0,59517,48696,1885,1820,6969,272,24,0,0,62964,48759,2047,1968,9216,462,49,62988,48780,2047,1981,9220,462,49,59620,47889,1834,1716,8019,229,22,1195,7309,0,0,1343,62743,48770,1754,1917,9773,228,6,44311,39066,816,1333,3020,134,11,0,0,41819,37209,973,1124,2379,128,0,965,2240,0,0,45,0,47995,38533,1323,1442,6034,292,26,47995,38533,1323,1170,5749,17,7,998,40920,36240,987,1039,2593,102,0,0,0,0,0,43745,37885,1069,1069,3549,111,0,871,3207,0,0,43939,37373,1508,1112,3776,95,4,895,3470,8,4,35998,19148,16530,34353,16710,17643,35966,20592,14039,36479,17795,17846,36108,18458,17650,35785,16495,17466,35911,17441,16783,32915,20297,12147,32903,21020,11482,36767,21547,14546,41514,26080,15013,41196,23544,16755,41054,21880,17917,40993,22683,17313
158,158,60265,46577,8891,2955,1846,396,59,0,0,62870,47424,9236,3464,2529,370,12,0,0,62742,45939,9533,3098,3169,924,67,62792,45962,9552,3137,3172,924,67,63182,47841,8605,3795,2586,309,52,2848,2106,54,0,1572,63320,48122,8569,3295,2771,488,139,44444,35305,5840,2135,1108,282,40,0,0,43740,37320,2395,2545,1267,245,0,2252,1204,94,0,39,0,47658,36271,6362,2264,2060,606,51,47658,36271,6362,1888,1812,30,9,1164,44940,38135,2609,2666,1326,206,0,0,0,0,0,45765,38755,3114,2137,1491,84,20,1749,1343,14,20,46580,38676,3928,2159,1461,96,60,1716,1311,6,60,29272,15924,13048,28548,14124,14424,31454,16780,13376,31742,15070,15588,31319,15839,15480,31105,14090,14984,31238,15092,14239,27849,16679,10722,27874,17305,10178,32102,18018,13389,37178,22083,14692,36936,20428,15597,36792,19009,16442,36730,19600,16021
159,159,63142,28934,3956,29965,1029,721,61,0,0,63287,27754,4858,29985,1169,568,114,0,0,62138,25022,5515,30324,1466,1092,64,61801,24700,5409,30314,1472,1093,64,62934,28073,4657,28753,1359,556,87,26688,1210,118,0,1604,61440,25075,3833,30323,2082,573,131,46983,23537,2496,20496,689,495,40,0,0,47220,23208,2794,20506,437,270,0,20039,379,65,0,117,0,47752,21179,3569,21789,1057,779,43,47752,21179,3569,20459,881,88,8,1395,47175,23584,2623,20094,647,280,0,0,0,0,0,46555,21495,2530,21286,928,334,0,20700,838,39,0,47280,21455,3047,21644,739,398,0,21054,651,25,0,29333,22271,6745,29271,22628,6643,27581,19475,7433,26639,18482,7795,26097,18658,7439,25880,17674,7536,25976,18256,7160,19963,14700,4999,20011,14941,4833,24916,17666,6868,28175,19700,8233,27460,18742,7946,27322,18080,8118,27304,18201,8357
160,160,61877,53098,1322,4025,3373,197,47,0,0,62920,52019,1625,3223,6158,151,119,0,0,63931,51832,1969,2757,6356,667,52,63956,51855,1969,2777,6356,667,52,63066,51784,1804,3389,6223,296,72,2659,5409,25,0,1353,63793,52599,2156,2710,6022,345,63,46367,40258,829,3059,2177,132,31,0,0,46545,40970,824,2020,2507,110,0,1927,2360,20,0,94,0,50134,41661,1342,2212,4231,462,28,50134,41661,1342,1950,3924,49,7,1064,47255,41215,1108,2060,2602,183,0,0,0,0,0,48180,41945,1269,1745,2887,209,0,1706,2724,35,0,48544,41331,1415,2092,3344,205,7,1947,3100,47,7,34883,16900,17664,25063,11213,13850,36705,17470,17884,36715,15312,20717,36236,15918,20318,35948,14403,20234,36005,15368,19409,32410,17193,14812,32367,17983,14011,37000,18460,17922,42350,22414,19574,41857,20506,20549,41661,18866,21611,41645,19679,21067
161,161,62036,51056,1371,7828,1803,385,32,0,0,62949,49655,1544,9310,2543,559,33,0,0,63702,48766,2295,8867,2938,820,78,63804,48820,2297,8934,2951,820,79,63931,50461,1648,9003,2680,647,20,7686,2246,165,0,1541,64647,50542,1939,8567,3204,438,0,47783,40602,859,5057,1205,250,20,0,0,47782,39759,850,5705,1187,198,0,5462,1090,50,0,104,0,49643,39601,1416,5935,1947,571,55,49643,39601,1416,5396,1674,59,15,1343,48622,40955,796,5523,1073,223,0,0,0,0,0,49581,41153,885,5904,1430,209,0,5417,1235,25,0,48512,40230,992,5257,1875,206,0,4871,1676,14,0,34472,19381,14694,30541,16894,13647,35086,18763,15119,34564,17337,16698,34071,17968,16103,33753,16512,16157,33826,17610,15303,29555,17998,11123,29501,18557,10602,34273,19360,14316,38887,22351,16130,38295,21260,16197,38089,19701,16959,38126,20469,16659
162,162,64097,50164,1434,10899,1638,386,80,0,0,64869,48508,2593,12438,1776,362,29,0,0,64781,43549,2273,15683,2519,971,92,64947,43643,2276,15780,2534,971,93,64097,47132,2324,13507,1429,360,34,12047,1076,32,9,1332,64150,45397,1907,14438,2036,342,51,49499,40034,889,7360,1177,276,53,0,0,49365,39023,1518,7874,835,83,15,7764,773,20,15,39,0,50724,35919,1492,10826,1816,695,64,50724,35919,1492,10131,1554,50,17,1389,48064,38112,1319,7912,571,136,4,0,0,0,0,47982,37109,1126,8512,903,207,15,8242,756,20,15,47657,35661,1329,9202,1060,261,0,8829,871,0,0,33203,19615,13110,32679,19773,12906,32705,17517,14085,32079,16595,14938,31669,17286,14383,31359,16108,14265,31417,17196,13414,26630,16392,9826,26650,16997,9348,31612,17999,13046,36223,20559,15291,35680,19972,14810,35480,18428,15449,35539,19154,15387
163,163,62220,48682,1472,9297,2806,361,51,0,0,61719,40621,2020,16101,3258,288,63,0,0,63645,37078,2958,19713,3490,877,71,63755,37144,2961,19781,3493,877,71,61203,38253,2431,17875,3018,616,68,16108,2533,44,0,1660,63491,36682,3059,20036,3983,813,69,47963,39092,887,5997,1953,230,34,0,0,45798,33971,1211,9129,1292,111,0,8794,1241,23,0,102,0,49593,31430,1855,13262,2541,578,51,49593,31430,1855,12253,2266,77,12,1411,45925,32420,1321,10510,1456,175,0,0,0,0,0,47945,31687,1719,12204,2063,226,0,11750,1768,30,0,48575,30246,2342,13276,2460,175,4,12734,1986,30,4,31597,17578,13604,32232,18972,13260,31990,17776,13044,31587,16648,14472,31148,17361,13787,30931,16167,13778,30989,17243,12935,26724,16991,9381,26720,17394,9042,31042,18589,11910,34997,21803,12845,34588,21004,12715,34446,19650,13398,34483,20334,13195
164,164,60405,20978,3448,27173,9263,690,169,0,0,61089,16409,3871,30533,10654,933,297,0,0,62946,14317,5782,32180,10694,962,96,63129,14351,5787,32252,10694,963,96,61734,17103,4036,30046,10907,845,230,28009,10182,94,0,2032,62815,16482,5950,31107,9717,829,220,44859,17953,2394,17853,6826,420,111,0,0,38797,13814,1494,18054,5058,311,0,17696,4981,55,0,211,0,47429,12565,3873,22886,8043,713,74,47429,12565,3873,21513,7744,79,14,1330,39631,14270,1731,17874,5378,251,0,0,0,0,0,40987,14477,2223,18240,5596,210,0,17653,5480,35,0,40637,13958,1819,18965,5538,322,8,18097,5448,82,8,26884,19509,7083,25959,20530,5429,26296,20631,5000,25671,19755,5612,25350,20075,5275,25237,19256,5321,25252,19713,4933,21122,17435,3425,21111,17541,3331,24875,19952,4553,27902,22595,5107,27384,21831,4822,27308,21314,4947,27248,21396,5088
165,165,59387,52050,1042,2927,3291,239,37,0,0,60105,51843,919,2667,4203,420,6,0,0,62767,51903,1824,3323,4815,483,65,62800,51923,1824,3353,4817,483,65,60453,50844,1413,2947,4609,384,283,2429,3790,112,188,1449,62194,51807,1532,2729,5426,231,340,46802,41396,758,2151,2427,182,26,0,0,46125,40674,644,1936,2555,320,0,1729,2334,133,0,28,0,49626,41730,1291,2396,3507,336,44,49626,41730,1291,2085,3136,34,8,1167,46534,40483,800,2151,2635,258,190,0,0,0,0,47689,41449,918,2119,2811,144,145,1862,2501,63,145,47769,40706,1254,2252,3223,83,136,2038,2863,10,136,36515,20228,15915,37729,20120,17609,37526,21066,15189,37334,18860,18042,36809,19363,17446,36482,18090,17401,36536,19000,16627,33663,20547,12651,33555,21227,11944,37500,21640,15267,41761,24783,16590,41381,23338,17235,41169,21505,18198,41227,22478,17777
166,166,61075,54686,1108,1893,3302,200,28,0,0,62102,54337,1504,2506,3596,474,7,0,0,63022,53169,1818,2681,4641,386,63,63050,53190,1821,2702,4642,386,63,62038,52893,1788,2697,4301,614,27,1852,3498,73,0,1813,63139,53541,1814,2327,4682,410,59,47155,42572,739,1390,2364,129,20,0,0,46500,41971,945,1395,1967,211,0,1242,1780,25,0,102,0,48622,41737,1182,1789,3371,269,40,48622,41737,1182,1492,3014,29,9,1049,46351,41312,1043,1432,2245,220,0,0,0,0,0,46531,41341,1037,1478,2436,148,0,1213,2242,18,0,47031,40863,1411,1428,3094,117,5,1241,2792,21,5,37783,21534,15902,39110,21629,17481,37502,22172,13998,37356,19768,17069,36765,20863,15902,36395,19374,15871,36439,20367,15072,33694,22267,10979,33618,22754,10463,37562,23102,13857,42011,26490,15145,41492,25217,15467,41223,23156,16620,41286,24270,16025
167,167,55457,45811,1898,2289,5391,281,42,0,0,58395,45110,2887,2596,7834,258,61,0,0,63395,45645,3088,2576,11121,621,60,63435,45666,3092,2627,11123,621,60,59375,44590,2881,2471,9270,238,107,1926,8600,44,63,1177,63638,46077,3199,2608,11157,224,5,41822,35331,1300,1596,3548,174,28,0,0,40989,35285,1240,1689,2594,88,30,1565,2458,40,30,79,0,49295,36969,2105,1913,7606,442,35,49295,36969,2105,1520,7308,42,5,1159,41392,35071,1265,1756,3067,71,65,0,0,0,0,43658,36969,1318,1719,3522,68,0,1387,3464,0,0,45332,37296,1743,2165,3928,119,17,1822,3747,21,17,30121,16012,13831,29213,14456,14757,31499,17317,12984,31849,15341,15523,31419,15980,15439,31181,14309,14956,31252,15261,14199,28443,17465,10549,28421,18051,9936,32773,18908,13178,38555,23669,14485,38283,21715,15582,38146,20319,16479,38065,21042,15923
168,168,57551,50444,1260,2053,3683,182,27,0,0,58613,48737,2518,2813,4496,579,5,0,0,62961,51583,2009,2525,6007,386,51,62978,51598,2009,2538,6007,386,51,58956,49052,2312,2880,4799,435,5,1937,4109,37,5,1496,62398,52139,2712,2886,4574,265,78,46296,40997,983,1609,2616,126,21,0,0,44723,38963,1294,1840,2412,179,4,1582,2068,35,4,108,0,51280,42875,1416,1985,4382,271,40,51280,42875,1416,1721,4109,43,16,953,44714,38938,1268,1895,2446,122,4,0,0,0,0,48132,41918,1400,2225,2390,82,0,1898,1981,0,0,49911,42733,1657,2486,2658,120,0,2120,2259,9,0,32582,17050,15268,28915,13560,15355,32320,18128,13051,32209,15629,16204,31686,16004,15682,31425,14682,15847,31454,15374,15274,28533,17219,10906,28398,17585,10442,32650,18751,13370,37618,23065,14208,37110,20939,15492,36920,19517,16315,36957,20183,15966
169,169,59773,55457,1902,1406,774,346,33,0,0,61987,56945,2303,2012,875,269,25,0,0,64915,56462,3467,2478,1113,1268,66,64977,56515,3467,2519,1117,1268,67,62793,55872,3402,2131,1114,381,33,1390,699,0,0,1135,65454,56847,4360,2458,1264,719,121,46450,43798,1157,806,505,232,26,0,0,47335,44838,957,1019,428,78,0,906,334,0,0,35,0,51034,45475,2126,1625,721,888,41,51034,45475,2126,1231,547,114,11,1396,47820,44485,1653,998,524,176,0,0,0,0,0,49588,45550,2084,1092,475,220,60,907,413,14,60,51067,46377,2305,1552,490,277,86,1125,426,22,86,27311,10389,16510,26204,9166,17038,29608,8312,20008,29617,8579,19531,29199,8943,20256,29185,9174,18160,29078,8435,18533,23836,8712,14592,23843,9292,14069,29280,9504,18975,34902,11511,22861,34508,10951,22456,34382,9988,22781,34388,10077,22878
170,170,60509,48787,3258,4185,4273,360,63,0,0,62614,47027,4338,4891,5658,607,61,0,0,62588,44426,4677,5238,7735,542,88,62661,44476,4679,5332,7737,543,88,62691,46487,4047,4957,6782,531,83,4327,6371,149,9,982,62231,43875,3969,5975,7854,228,19,48035,39589,2146,2956,3271,228,47,0,0,45046,36136,2416,2701,3324,439,7,2518,3190,194,7,70,0,49993,36700,3216,3806,5763,426,64,49993,36700,3216,3320,5109,68,11,1349,44532,35280,2030,2910,3879,374,10,0,0,0,0,42711,33031,2080,3498,3937,158,4,3205,3722,4,4,42502,32050,2746,3249,4217,130,11,3089,4090,25,11,27413,14453,12637,24732,13722,11010,26886,12511,13708,25855,12152,13327,25351,13916,11435,24566,12024,11898,24678,13561,10579,20338,11481,8634,20343,11735,8384,25403,12673,12350,30281,13729,16323,28764,14413,13750,28228,12481,14696,28432,13198,14500
171,171,65061,62973,709,726,402,277,31,0,0,65967,63252,1068,911,537,231,47,0,0,65443,61337,1315,1055,529,904,46,65554,61440,1317,1087,532,905,46,65986,63092,1007,697,805,185,23,454,495,32,4,885,65544,61422,1223,822,1009,407,81,49845,48624,392,352,266,200,26,0,0,50450,48940,533,514,241,185,4,387,173,49,4,29,0,50874,48160,800,631,347,667,29,50874,48160,800,408,212,61,5,1105,50885,49425,521,424,345,157,4,0,0,0,0,50415,48600,632,458,471,211,25,306,336,69,25,50305,47977,856,349,499,541,37,237,353,123,37,25655,9821,15388,24332,8084,16248,28024,7694,19112,28034,8127,18044,27575,9326,18249,27314,8961,16505,27214,8879,16176,23364,9048,13798,23387,9131,13766,27926,9062,18123,33002,10122,22493,32616,10257,21466,32360,8717,22205,32431,9563,21705
172,172,59388,43914,3965,4274,6961,364,82,0,0,63939,38776,6688,8134,10111,287,121,0,0,64387,38239,6118,7104,11924,559,50,64450,38276,6123,7187,11924,562,50,62819,38268,6345,8320,9642,590,146,7400,8796,56,15,1401,62438,35796,7225,8655,10535,445,63,47884,36595,2717,3037,5248,260,65,0,0,44043,29966,3972,4896,5050,78,13,4600,4970,34,13,84,0,51165,32017,4372,5117,8790,399,39,51165,32017,4372,4475,8089,44,3,1638,44339,30250,3914,5042,4896,128,15,0,0,0,0,43597,28578,4331,5315,5204,134,10,5148,5004,0,10,42483,28134,4154,4416,5555,171,16,4287,5361,0,16,27046,14869,11880,24478,14134,10344,26530,14429,11392,25623,13695,11575,25150,15173,9977,24433,13521,10203,24584,14757,9249,20062,12416,7436,20051,12751,7092,24608,13971,10295,28439,15119,13111,27152,15408,11175,26667,13718,11984,26931,14565,11690
173,173,62689,43104,5855,11826,2059,382,66,0,0,58223,37658,8622,9302,3367,429,101,0,0,62773,33862,10421,13923,4410,766,137,62913,33926,10442,13993,4419,766,137,58487,35336,8700,10677,4703,844,100,8204,4048,0,0,2072,58387,31090,9719,12099,5451,1542,161,50677,35724,4007,9454,1518,238,45,0,0,44010,30572,4891,6586,1747,175,0,6294,1672,0,0,112,0,49380,28810,6801,10219,3220,569,91,49380,28810,6801,9071,2959,65,16,1215,43817,29039,5020,6686,2484,154,0,0,0,0,0,42121,25870,5467,7142,2765,364,0,6772,2659,24,0,40924,23477,5087,8635,2845,294,5,8327,2690,16,5,25419,14635,10473,22265,13957,8308,23592,12886,10087,22723,12540,9779,22201,13723,8478,21677,12419,8602,21801,13787,7471,17283,11187,5873,17288,11387,5675,21622,12623,8634,25084,13895,10987,23891,13915,9350,23560,12717,9839,23748,13476,9534
