ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,35672,6342,6440,22052,904,683,126,0,0,34370,6302,6755,20154,1138,492,148,0,0,36835,6391,8921,19746,1464,1151,162,36209,6996,7026,21093,1052,472,126,20093,894,69,63,225,848,36801,6992,8409,20067,1087,694,157,25743,5577,3891,15529,693,483,76,0,0,22580,5562,1920,14200,565,290,65,13996,510,116,17,0,26995,5534,5729,14225,1119,918,111,26995,5534,5729,13417,979,142,50,126,1018,23511,6055,2169,14242,683,291,55,0,0,0,0,0,22948,6192,2501,13160,626,339,55,12722,550,54,55,22366,5854,2893,12780,507,419,0,12243,463,26,0,14174,13030,983,11703,10910,793,10265,8980,909,10225,8918,923,10164,8799,981,10020,8837,1183,10051,8505,930,8361,7400,740,9837,8516,1047,10281,8877,1228,10218,8586,1349,10094,8410,1314,10138,8688,1130,10141,8401,1338,10101,8468,1241,8445,7109,1120,8100,6686,1221,8006,6630,1064,7977,6611,1137,7937,6530,1156,7970,6558,995,7957,6615,1035,7943,6490,1070,7987,6817,912
24,24,29620,18648,3503,6382,942,503,56,0,0,34622,24210,3244,5240,1579,516,122,0,0,37008,25241,3589,5379,1984,1066,160,34879,24772,2904,5123,1442,645,101,4393,971,98,25,94,1620,36658,26136,2307,5683,1809,777,171,26680,17619,2744,5266,852,430,46,0,0,30226,22369,2222,4342,785,308,70,3997,617,102,111,0,34089,23945,3083,4533,1792,897,92,34089,23945,3083,3864,1335,100,24,152,1586,31149,23518,2184,4047,778,376,31,0,0,0,0,0,32807,24829,1761,4378,1141,512,61,3727,862,124,61,32465,23530,2451,4547,1352,442,58,3871,1012,44,58,15768,12852,2693,13056,10652,2404,14868,11961,2008,14946,12180,2189,14833,11823,2352,14466,11574,2892,14537,11053,2414,14430,12346,1757,16921,13964,2430,19309,16276,2650,19258,15886,2923,18950,15192,3127,19041,15355,2983,19046,15059,3286,18946,14941,3292,17457,14540,2486,17855,14792,2674,17819,14858,2425,17743,14563,2724,17513,14405,2652,17549,14313,2471,17536,14417,2503,17509,14036,2755,17460,14290,2477
25,25,35256,30130,1420,2129,1368,316,25,0,0,37388,31679,1976,2138,1316,628,13,0,0,37069,31000,1942,1783,1435,810,49,37199,31405,1549,1896,2003,427,11,1526,1362,53,0,182,1126,36912,30677,1618,2247,1917,324,15,29309,25343,1062,1606,1128,235,18,0,0,30346,26638,1168,1561,529,377,0,1403,426,25,66,0,30969,26348,1415,1300,1138,598,27,30969,26348,1415,994,891,56,3,89,1173,29579,26372,1021,1107,842,252,0,0,0,0,0,0,29229,25792,1028,1275,923,178,0,1096,628,34,0,28358,24849,1072,1209,941,209,42,952,691,59,42,22964,15491,7228,20545,13617,6928,21652,15530,4952,21980,16024,5413,21851,15601,5743,21435,14571,6864,21465,14552,5945,21017,16022,4652,22521,16775,5285,23834,18427,5026,23795,17858,5608,23410,16787,6077,23500,17135,5777,23494,16540,6315,23368,16409,6275,22911,17436,5074,23231,17920,4908,23273,18066,4770,23172,17212,5582,22899,16987,5467,22930,17005,5187,22900,17232,5140,22876,16662,5553,22978,17138,5222
26,26,37001,11646,1955,22620,756,623,83,0,0,38936,12778,2598,22664,886,722,125,0,0,36948,11414,2710,21307,1013,1122,103,37605,13201,2511,21076,893,596,85,19715,467,93,45,135,1436,36947,13357,2437,20189,766,752,195,27541,10062,1256,15605,517,418,35,0,0,28755,10992,1242,15784,253,352,44,15447,172,132,155,0,28390,9897,1845,15360,761,849,65,28390,9897,1845,14413,587,137,31,139,1341,28168,11180,1221,15028,201,359,58,0,0,0,0,0,27560,11247,1263,14288,175,359,119,13802,121,50,119,26777,11332,1634,12994,345,283,48,12438,296,48,48,19335,16059,3091,17514,14793,2721,15318,12324,2348,15344,12673,2081,15286,12455,2293,15027,12242,2785,15087,11992,2260,13123,11053,1785,15062,12322,2318,15703,12991,2432,15643,12599,2634,15464,12244,2632,15512,12617,2410,15506,12174,2740,15443,12274,2583,13843,11281,2236,13661,11005,2364,13583,11019,2131,13532,10900,2286,13414,10758,2305,13439,10751,2097,13438,10883,2121,13423,10598,2236,13471,10964,2045
27,27,36443,9652,1383,24835,538,582,70,0,0,36917,11460,2198,22323,747,438,68,0,0,36655,10435,2957,22021,804,1013,90,36527,11440,2149,21946,762,386,111,21077,489,111,66,197,1005,37774,12344,2346,21839,878,370,127,27836,8423,914,17948,431,442,40,0,0,27522,9843,923,16193,266,321,23,15942,239,83,76,0,28576,9158,1970,16398,591,762,50,28576,9158,1970,15512,403,122,15,141,1255,27216,9712,986,16008,302,273,21,0,0,0,0,0,27978,10354,1184,15915,423,269,17,15435,316,118,17,28222,11084,1476,14999,518,273,0,14502,421,97,0,20606,18574,1857,15731,14157,1574,15904,13832,1470,15871,13818,1519,15793,13689,1562,15521,13613,1908,15595,13130,1588,13215,11752,1185,15335,13405,1520,15853,14018,1544,15827,13679,1736,15607,13348,1723,15701,13757,1491,15696,13291,1829,15613,13368,1691,14081,12107,1652,13885,11792,1823,13881,11732,1645,13838,11703,1762,13729,11584,1794,13763,11567,1578,13745,11612,1599,13698,11378,1725,13730,11733,1518
28,28,36533,23154,2148,10428,579,575,139,0,0,36481,20102,2554,12981,472,501,34,0,0,37211,18739,3134,13701,690,1176,186,36550,18947,2665,14027,664,492,17,13081,463,34,0,357,996,37455,17753,3130,15474,630,509,19,27977,19232,1262,6809,403,409,74,0,0,27675,17125,1278,8786,232,221,25,8567,171,27,79,0,29302,16209,2031,9620,527,920,139,29302,16209,2031,8950,352,134,74,142,1410,28049,16555,1267,9538,337,293,0,0,0,0,0,0,28552,15667,1317,10859,335,226,0,10785,207,16,0,28851,15246,1650,11270,409,234,5,10962,235,7,5,18795,11228,7297,15369,9549,5820,16160,9331,5975,16088,10371,4901,16073,9987,5422,15825,9469,6356,15854,9599,5285,13810,8946,4404,16205,10207,5416,17334,11338,5622,17141,10835,5759,16910,10384,5835,17001,10944,5463,16954,10217,6035,16920,10507,5711,15483,10074,5000,15747,10333,5131,15549,10204,4740,15499,10071,4985,15305,9619,5127,15350,9664,4689,15361,9954,4793,15334,9658,4816,15715,10326,4872
29,29,36925,30755,2509,2542,652,477,267,0,0,36408,29209,2360,3847,912,365,152,0,0,38777,27744,4105,4463,970,1376,379,36929,28859,2817,4263,929,331,192,3497,620,40,179,8,908,38008,28303,3065,5599,604,550,163,29656,25591,1554,1654,447,340,171,0,0,29201,25107,1106,2342,463,184,8,2039,458,52,49,0,31559,23760,2797,3052,717,1055,252,31559,23760,2797,2561,527,127,180,102,1505,29658,24936,1362,2719,458,137,15,0,0,0,0,0,29865,24744,1398,3124,343,203,49,2836,283,17,49,29127,23615,1767,2974,404,235,50,2708,254,21,50,19800,9717,9777,17932,8532,9400,17107,7460,8684,17151,8931,7293,17147,8509,7976,16865,7574,9291,16891,8064,7911,14662,7513,6686,16207,7800,7810,16388,8008,8035,16265,7803,8004,15840,7090,8117,15966,7574,7854,15961,6863,8422,15887,7244,8034,15564,7799,7382,15868,7948,7654,15688,8089,7096,15592,7860,7315,15345,7395,7489,15362,7472,7047,15361,7764,7078,15294,7381,7103,15735,7889,7227
30,30,33779,28610,1103,2980,869,235,86,0,0,35725,29618,1113,3776,854,381,75,0,0,37486,29536,1907,3560,1399,970,106,35966,29591,1725,3157,1104,346,57,2650,699,61,0,133,1104,36709,29221,2008,3715,1220,443,23,23876,20797,630,1764,536,148,54,0,0,25479,21691,645,2621,309,188,0,2368,239,59,49,0,27940,22739,1144,2316,909,727,50,27940,22739,1144,2008,700,72,25,72,1180,25919,22040,1209,2002,469,214,0,0,0,0,0,0,26840,22497,1374,2278,577,155,0,2115,494,46,0,27329,22683,1800,2032,609,231,0,1899,536,35,0,18565,8061,10335,19800,8072,11728,18928,7810,10078,18977,8973,9260,19004,8758,9758,18625,7590,11035,18636,7848,10061,17323,8394,8527,19535,8885,10076,20909,9908,10601,20855,9556,10901,20345,8692,11080,20414,9055,10849,20479,8363,11532,20300,8656,11070,20386,9854,10120,21267,10543,10379,21173,10773,9894,21043,10016,10641,20675,9459,10714,20737,9626,10268,20699,9937,10279,20699,9420,10491,21206,9969,10671
31,31,36817,31298,1809,2666,719,450,111,0,0,36995,30730,2130,2971,758,573,54,0,0,38739,29969,2573,3774,953,1349,206,35546,29862,2082,2570,822,373,26,2076,609,57,0,24,846,37656,31166,2554,2843,628,434,91,26861,23723,1001,1455,426,293,54,0,0,26398,22923,1082,1595,498,229,0,1529,450,72,80,0,28710,23199,1493,2351,578,926,98,28710,23199,1493,1920,398,123,55,78,1444,25755,22564,1158,1274,506,211,0,0,0,0,0,0,27110,23567,1204,1795,343,274,0,1551,273,38,0,27494,23073,1179,2470,477,274,0,2039,385,16,0,19635,8594,10782,19345,8040,11305,18235,6744,10392,18256,8375,8967,18253,8033,9624,17882,6961,10921,17952,7356,9690,16004,7327,8123,19166,8275,10191,21151,9549,11148,21037,9324,11165,20505,8350,11392,20625,8810,11138,20672,8093,11748,20565,8509,11284,19342,8723,10123,20071,9085,10648,19830,9373,9858,19677,8816,10375,19295,8150,10557,19339,8343,9993,19315,8663,10028,19343,8272,10175,19284,8262,10400
32,32,35400,32402,1394,761,353,507,175,0,0,38163,34312,1564,1052,729,714,67,0,0,38837,33092,2007,1308,528,1535,190,37521,33670,1640,951,619,754,48,780,226,158,17,12,1010,39251,35375,1196,1579,437,670,45,25320,23619,773,367,213,349,87,0,0,27259,25350,755,520,213,394,18,417,80,115,42,0,28587,24989,1170,674,317,1115,105,28587,24989,1170,498,185,126,52,54,1513,26981,25105,844,410,187,385,12,0,0,0,0,0,28705,26690,726,720,171,342,12,679,99,80,12,29055,26533,891,870,306,378,21,781,194,60,21,16471,6886,9290,16274,6049,10225,16607,4528,11174,16548,6577,9037,16562,6265,9725,16259,5301,10958,16278,5679,9732,14146,5183,8420,18282,5927,11737,21088,6618,14066,21096,6760,13843,20591,5997,13917,20654,6365,13660,20787,5628,14418,20622,6201,13793,20114,6512,13169,21746,6853,14648,21551,7442,13597,21371,6807,14095,21003,6150,14259,21067,6401,13698,21036,6714,13722,21015,6459,13552,20215,5999,13679
33,33,31906,28263,1180,1772,402,370,82,0,0,34860,29868,1713,2114,683,280,13,0,0,38134,31003,1934,2979,853,1211,154,37814,31103,2290,2981,860,297,84,2401,459,77,75,241,1170,39403,32645,2190,2906,789,613,133,23143,21057,672,932,239,240,47,0,0,25273,22536,983,1193,407,171,0,1130,265,96,2,0,28216,23728,1139,1790,542,822,97,28216,23728,1139,1477,380,113,39,62,1278,27306,23543,1370,1793,461,167,0,0,0,0,0,0,28769,25031,1194,1811,398,289,3,1599,303,56,3,29436,25264,1165,2167,457,239,47,1832,414,34,47,16490,6986,9266,16001,6149,9852,16859,5520,10409,16917,7189,8888,16887,6851,9484,16621,5980,10641,16615,6202,9632,15172,6241,8508,18981,7310,11090,21970,8742,12834,21896,8591,12864,21273,7599,13046,21393,8075,12753,21466,7342,13446,21300,7814,12854,21098,8311,12347,22768,8920,13567,22550,9332,12673,22365,8628,13250,21909,8037,13284,22001,8162,12848,21959,8519,12854,21957,8191,12829,21665,8000,13145
34,34,35529,29060,1758,3693,722,464,95,0,0,36843,29347,1785,3972,1181,649,45,0,0,38077,27977,2428,5125,1278,1217,125,38795,30505,1806,4638,1090,647,133,3485,719,33,99,109,2042,39542,30880,1973,4606,1164,729,123,25782,21925,996,2126,463,310,61,0,0,26463,22584,797,2291,352,342,9,1975,278,100,75,0,28433,21987,1476,3146,860,882,76,28433,21987,1476,2769,648,94,49,110,1300,27354,22883,868,2606,469,317,100,0,0,0,0,0,28223,23366,1094,2547,557,469,80,2224,338,29,80,28660,23098,1170,3315,487,501,86,3064,298,58,86,18698,8684,9790,16658,7476,9182,17218,7245,8911,17251,8607,7789,17238,8193,8388,16961,7360,9601,16969,7520,8565,15113,7634,7032,18303,8771,8921,20375,10230,9727,20247,9927,9885,19786,9038,10124,19913,9471,9852,19899,8753,10462,19769,9082,10054,19348,9666,9230,20476,10347,9788,20257,10438,9224,20160,9903,9804,19888,9463,9880,19893,9506,9447,19878,9876,9425,19876,9403,9601,20333,9866,9828
35,35,33967,25716,1128,6250,774,313,69,0,0,36540,26478,1731,6918,1191,340,118,0,0,37958,26102,1826,7831,1281,906,118,36600,24972,2283,8187,1094,294,20,7669,759,38,8,32,842,37658,24863,2184,8625,1687,478,330,25215,19751,670,4205,471,208,38,0,0,27135,20451,777,5130,521,211,30,5011,447,86,20,0,29026,20775,1173,5550,841,626,56,29026,20775,1173,5109,646,54,33,100,1136,26998,19589,952,5791,502,175,9,0,0,0,0,0,28200,20205,1063,5806,666,184,18,5738,513,20,18,28725,20346,1227,6125,464,203,50,6101,370,4,50,19236,9485,9566,18229,8852,9377,19041,9369,8769,19099,10357,8081,19069,10175,8457,18802,9086,9716,18783,9433,8643,17668,9814,7508,19496,10266,8721,20675,11286,9015,20563,10788,9394,20142,9956,9640,20219,10417,9340,20263,9755,9930,20116,10039,9533,20942,11561,8972,22005,12440,9190,21940,12544,8879,21837,11869,9583,21514,11418,9600,21574,11606,9161,21556,11938,9143,21534,11396,9370,21957,12006,9425
36,36,35433,19061,2971,12656,668,540,73,0,0,36853,19656,3360,12504,1288,636,23,0,0,37227,18199,4120,13010,1070,1255,94,36196,19489,3366,12169,1019,811,17,10405,759,77,1,165,1931,36741,18751,4504,11396,1697,1091,54,26860,15920,1866,8474,464,367,43,0,0,27542,16067,1629,8904,580,301,1,8503,417,91,130,0,28920,15394,2694,9335,815,904,48,28920,15394,2694,8656,596,117,28,107,1328,27438,16385,1623,8509,484,406,1,0,0,0,0,0,27547,16090,1736,8335,839,528,42,7897,726,70,42,27024,16639,1639,7654,617,517,20,7213,541,45,20,17627,11027,6381,16442,9927,6515,15717,9113,5882,15771,9689,5376,15744,9463,5580,15518,9077,6441,15537,8969,5796,13583,8433,4793,16047,9693,5872,17354,10792,6209,17157,10285,6442,16912,9778,6536,17017,10203,6291,17006,9697,6702,16952,9934,6458,15751,9539,5878,16095,9775,6072,15938,9639,5810,15908,9440,6131,15732,9135,6204,15756,9159,5857,15719,9331,5897,15720,9052,5967,16007,9588,5954
37,37,37614,17014,2189,17501,791,522,107,0,0,38895,17727,2450,18136,759,582,99,0,0,37737,15759,3267,17011,1104,1075,120,39727,18738,2360,17880,781,553,77,16731,494,57,47,115,1183,38371,17610,2900,16928,835,516,15,28485,14691,1445,11611,573,379,61,0,0,28001,14877,1062,11620,211,370,42,11247,163,56,39,0,29536,13700,2170,12272,820,821,83,29536,13700,2170,11477,618,117,45,122,1287,28861,15736,1091,11609,216,356,35,0,0,0,0,0,28197,14895,1331,11526,245,325,0,10932,192,16,0,28181,14581,1667,11275,374,239,4,10623,306,0,4,19649,13457,6022,15766,10771,4995,15907,10529,4630,15986,11070,4335,15932,10896,4406,15667,10454,5213,15695,10367,4521,13363,9359,3677,15467,10614,4399,15986,11269,4407,15971,10899,4646,15760,10548,4681,15815,10899,4443,15808,10454,4783,15721,10526,4648,14762,10177,4269,14938,10255,4424,14894,10221,4234,14838,10093,4401,14704,9886,4431,14744,9868,4224,14703,10054,4216,14684,9756,4357,14797,10014,4285
38,38,34850,30798,1473,1629,602,435,66,0,0,37866,32521,2273,1953,676,432,122,0,0,37773,31085,2073,2367,947,1144,117,37680,32062,2232,1914,957,478,74,1427,748,92,11,51,1061,36761,31076,2103,1794,883,511,94,25202,22829,802,956,339,284,38,0,0,27832,24624,1287,1185,374,300,10,1047,284,99,90,0,27986,23727,1253,1488,592,772,64,27986,23727,1253,1235,401,97,36,73,1164,27003,23613,1181,1249,658,347,10,0,0,0,0,0,26818,23346,1202,1310,536,333,18,1251,404,106,18,28180,24439,1273,1532,521,337,18,1412,426,77,18,16876,7910,8768,14719,6516,8203,17374,7111,9073,17542,8593,8178,17548,8241,8791,17151,7156,9995,17235,7543,8817,15639,7609,7569,17981,8102,9247,19317,8864,10037,19301,8645,10209,18828,7743,10444,18904,8101,10213,18980,7331,10949,18805,7749,10414,19412,9047,9938,20573,9676,10598,20499,9989,9972,20398,9248,10742,20121,8872,10754,20146,9006,10380,20133,9207,10430,20127,8967,10424,20258,8596,11162
39,39,33457,30609,1163,941,406,409,47,0,0,37828,33611,1539,1753,633,436,134,0,0,38649,33370,1716,1490,675,1191,47,38516,33897,1824,1580,934,324,0,1364,635,60,0,20,726,37575,32516,1727,1581,1221,471,3,23911,22265,653,528,224,270,35,0,0,27119,24666,1041,808,303,261,0,679,247,103,68,0,27886,24611,977,835,395,831,25,27886,24611,977,620,283,125,6,80,1184,27881,25099,1238,1003,416,168,0,0,0,0,0,0,27624,24905,913,953,551,239,4,780,359,41,4,29192,25677,1097,1185,921,272,0,888,700,45,0,16947,7276,9419,13683,5222,8461,17433,5577,10886,17502,7547,9121,17524,6996,10020,17149,5940,11209,17207,6408,9930,14909,5983,8488,18584,6726,11288,20886,7438,13102,20870,7512,12915,20275,6349,13278,20399,6904,12881,20505,6066,13762,20317,6678,13035,20172,7221,12544,21583,7606,13662,21397,8125,12824,21321,7306,13599,21035,6896,13645,21037,7129,13164,21071,7325,13234,21022,7077,13048,21171,6687,13978
40,40,39091,36144,669,1807,164,331,29,0,0,40488,36950,962,1918,337,411,73,0,0,38719,34593,814,1664,220,1055,49,39874,36604,941,1820,228,397,27,1507,127,99,27,0,559,39498,36340,712,1552,320,492,23,29648,27501,411,1449,88,225,19,0,0,31136,28577,530,1498,232,304,15,1388,123,146,18,0,29551,26683,494,1183,127,798,29,29551,26683,494,1018,51,100,12,57,1136,30268,28029,411,1394,153,279,15,0,0,0,0,0,30304,28108,415,1131,220,418,18,1067,90,211,18,30623,28559,383,1125,172,353,6,1045,73,75,6,17601,7589,9545,15844,5552,10292,16806,3825,12281,16725,6246,9515,16768,6240,9934,16332,4991,11341,16526,5737,10038,14375,4812,8964,17223,4429,12269,18975,4105,14580,18931,4378,14159,18571,3911,14221,18592,4010,14173,18715,3583,14602,18600,3937,14200,18160,4037,13792,19225,3831,15230,19028,4501,14131,19011,3738,14949,18686,3553,14763,18670,3726,14344,18646,3828,14399,18633,3788,14166,18656,3543,14700
41,41,31991,29739,694,1046,260,339,20,0,0,34445,31844,854,1287,206,306,0,0,0,38442,33841,1161,1340,374,1252,42,35874,33009,929,1400,390,369,0,936,48,62,0,21,879,38393,34992,1322,1419,250,465,141,22601,21287,361,613,137,240,11,0,0,25064,23513,390,755,189,200,0,690,63,60,31,0,28346,25333,704,794,259,925,25,28346,25333,704,610,147,96,13,76,1367,26492,24761,491,778,235,240,0,0,0,0,0,0,28221,26257,720,724,118,276,69,624,64,34,69,29875,27760,725,793,192,425,55,596,85,40,55,14028,6132,7647,13244,4671,8573,15489,3556,11152,15427,5890,8630,15437,5867,8991,14918,4605,10313,15191,5074,9361,13426,4706,8085,16127,4454,11066,17737,4219,13131,17638,4548,12582,17254,3933,12786,17268,4162,12520,17335,3660,12962,17282,3998,12652,18739,4653,13621,20732,4695,15787,20401,5426,14434,20352,4569,15283,19957,4397,15029,19950,4492,14643,19921,4585,14749,19924,4603,14518,19830,4434,14810
42,42,35959,33478,1012,951,233,377,21,0,0,37690,34688,1225,1191,290,515,16,0,0,38781,34127,1474,1234,322,1246,42,38368,35010,1256,1218,281,473,18,667,183,60,11,49,1135,39017,35394,1350,1301,407,589,10,27079,25597,592,525,149,261,16,0,0,28685,26870,656,683,216,246,15,544,171,102,4,0,29806,26773,874,706,230,917,18,29806,26773,874,543,129,101,0,55,1331,29352,27463,701,702,216,261,10,0,0,0,0,0,29935,27952,824,740,196,223,0,543,181,28,0,31114,28924,849,446,187,649,17,321,153,43,17,17328,7321,9680,15825,5655,10170,17384,4240,12353,17345,6416,9954,17335,6598,10059,17020,4986,12034,17117,5674,10556,15413,5327,9484,18156,5067,12500,20079,5092,14574,19987,5259,14232,19590,4628,14469,19652,4783,14331,19710,4382,14653,19514,4632,14281,20265,5211,14648,21957,5295,16435,21732,5947,15306,21624,4957,16211,21254,4750,16040,21274,4966,15590,21245,5077,15620,21214,4920,15539,21248,5022,15516
43,43,39731,36028,802,2354,237,349,29,0,0,39559,35058,1206,2568,356,334,35,0,0,38668,33936,991,2204,303,1001,50,39059,34907,1071,2597,289,359,46,1807,73,129,41,19,1014,38530,34224,1034,2445,285,587,45,29904,27514,430,1609,130,241,21,0,0,30337,27728,454,1800,96,210,24,1593,48,79,20,0,29640,26489,618,1412,185,752,31,29640,26489,618,1203,126,84,1,60,1059,29922,27346,489,1745,69,230,40,0,0,0,0,0,29494,26919,379,1599,168,339,43,1379,140,110,43,29417,26900,407,1552,129,334,12,1307,126,128,12,17851,6985,10313,15806,5437,10369,16683,3927,11995,16616,5807,9889,16680,6081,10021,16316,5136,11180,16412,5607,9905,14691,4350,9777,16492,4135,11833,17977,4288,13352,17881,4153,13293,17412,3684,13215,17665,3488,13755,17641,3296,13813,17472,3725,13273,16989,4042,12614,17816,4158,13446,17583,4556,12570,17583,3807,13341,17150,3524,13231,17164,3760,12467,17107,4119,12433,17133,3746,12415,17256,3654,13076
44,44,33566,30323,718,1826,363,380,24,0,0,38520,34350,874,2331,816,419,27,0,0,36833,31397,944,2406,669,1137,66,36836,32758,1173,1940,638,435,38,1372,443,59,0,9,1020,38483,33106,1081,2391,1207,577,53,25003,23004,426,1071,236,272,14,0,0,28465,26061,454,1270,383,282,1,1117,252,37,52,0,27456,23935,589,1453,422,833,41,27456,23935,589,1181,273,94,16,118,1250,27631,25572,490,956,234,276,0,0,0,0,0,0,29266,26802,525,1176,391,281,0,909,325,13,0,30319,27340,811,1226,576,292,1,961,411,8,1,17652,7718,9555,16792,6634,10158,17738,5960,10605,17707,7500,9258,17689,7633,9392,17220,6550,10670,17368,6890,9546,16039,6669,8842,19005,6960,11325,21102,7686,12869,21135,7402,13152,20610,6714,13189,20834,6437,13754,20876,6513,13645,20554,6569,13313,19710,7368,11850,20570,7710,12496,20403,8103,11761,20374,7140,12736,19816,6880,12410,19836,7035,11959,19807,7254,11953,19774,6832,12155,19655,7218,11776
45,45,32980,24665,1151,4532,2390,370,65,0,0,36648,27342,1271,4777,2902,480,137,0,0,36657,26107,1696,5382,2656,708,73,35981,26217,1323,4762,3269,479,65,3843,2564,96,35,33,1876,37239,27305,1500,4961,2981,544,114,29667,23093,930,3323,2117,304,48,0,0,30421,24823,816,3370,982,351,30,2980,806,94,92,0,32898,24312,1417,4150,2265,608,55,32898,24312,1417,3538,1880,85,19,201,1446,29884,23892,997,3374,1055,415,32,0,0,0,0,0,31500,25253,1092,3465,1104,416,51,2998,749,18,51,32810,26041,1280,3414,1357,420,66,2870,798,0,66,15997,11682,4045,12883,8952,3931,13638,9184,3394,13346,9329,3450,13160,9080,3464,12360,8408,3952,12439,8051,3498,11626,8790,2488,13029,9492,3056,13532,10338,2864,13317,9917,3092,12879,9366,3101,12937,9271,3181,12850,9129,3190,12763,9089,3206,12047,8735,3007,12143,8658,3221,11887,8552,2983,11773,8137,3343,11378,7995,3107,11414,7936,2958,11452,8121,2975,11392,7751,3237,11308,8080,2917
