ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep
31,31,23253,20027,1035,598,1553,144,7,0,0,23654,19380,1398,585,2061,95,135,0,0,24087,18923,1608,920,2330,247,28,24104,18939,1608,920,2330,247,28,24488,20067,1573,501,2095,89,138,341,1877,30,138,83,376,25027,19638,1919,721,2571,105,77,17109,15069,635,354,998,103,3,0,0,17370,14960,983,355,993,26,30,355,926,12,10,0,18946,15447,1035,585,1574,188,14,18946,15447,1035,436,1436,17,1,88,486,18384,15956,1033,351,963,12,35,0,0,0,0,0,19210,16234,1261,469,1191,35,20,358,1112,35,20,18759,15766,1379,360,1181,45,0,281,966,33,0,13453,8020,5276,13970,7409,6561,13589,7622,5251,13534,8186,5094,12410,7123,5153,12494,5592,5758,12262,6149,5991,13302,7393,5477,15544,9697,5578
32,32,23513,20889,943,1015,664,112,20,0,0,23232,19816,1500,1219,689,124,0,0,0,23609,19306,1584,1255,1114,318,20,23636,19331,1584,1255,1114,318,20,23166,19046,1805,1338,686,110,0,1001,612,35,0,0,667,23659,19112,1625,1242,1303,346,0,18420,16714,602,632,451,74,15,0,0,18095,15855,870,802,419,120,0,752,375,40,30,0,19031,16025,1027,858,784,240,15,19031,16025,1027,657,699,16,1,85,521,18140,15820,1005,821,364,109,0,0,0,0,0,0,18265,15885,850,698,643,194,0,688,529,55,0,18431,15986,980,743,662,54,0,609,568,4,0,12596,7476,4834,12538,7012,5526,12967,6302,5977,12686,7772,4625,11477,6312,5044,11617,4954,5854,11359,5361,5864,12445,6462,5620,14671,8027,6390
33,33,23408,16883,1675,3174,1836,201,47,0,0,23491,15872,2560,3456,1944,401,23,0,0,23847,15137,2604,3961,2081,470,49,23887,15165,2604,3966,2082,470,49,23847,15965,2309,3881,2133,272,16,3085,1910,5,0,18,556,25049,16824,2355,3990,1952,348,77,19292,14518,1110,2246,1447,149,30,0,0,18184,13645,1646,2060,660,153,0,1953,613,3,26,0,20394,13552,1963,3013,1741,344,40,20394,13552,1963,2345,1459,45,5,93,932,18985,13733,1434,2613,1114,78,0,0,0,0,0,0,19970,14378,1601,2888,938,114,0,2515,877,0,0,19465,13722,1761,2800,1014,73,0,2409,924,0,0,10117,7220,2766,8466,5841,2625,10206,6325,3335,9887,6971,2632,8681,5819,2763,8783,5060,3261,8565,5092,3336,9589,6157,3162,11530,7694,3654
34,34,23673,22251,593,325,422,127,14,0,0,23420,21612,743,245,714,207,26,0,0,23167,20702,952,449,477,398,50,23186,20721,952,449,477,398,50,23463,21731,667,241,645,238,17,206,431,65,0,23,343,23436,21006,1334,241,539,318,90,18238,17347,341,212,266,97,7,0,0,18438,17261,520,203,307,140,0,199,197,70,10,0,18715,17023,598,302,332,294,33,18715,17023,598,181,224,28,12,65,584,18277,17264,500,202,196,125,0,0,0,0,0,0,18385,17227,666,147,232,150,0,58,135,0,0,18740,17456,517,206,370,255,0,77,371,5,0,12598,7171,5197,12482,6656,5826,13228,5936,6586,12973,7492,5157,11673,6014,5494,11817,4788,6280,11562,4998,6391,12653,6130,6146,14791,7509,6959
35,35,23685,21886,949,239,477,109,20,0,0,23361,21345,1295,243,348,110,0,0,0,23304,19984,1754,472,543,295,38,23316,19995,1754,472,543,295,38,23431,21032,1664,144,467,110,0,43,325,6,0,94,268,23517,20310,1578,435,771,216,0,18366,17153,643,145,313,79,8,0,0,18610,17498,665,158,225,94,0,114,195,4,0,0,19300,16901,1228,351,406,231,26,19300,16901,1228,236,319,20,3,112,481,18856,17597,899,51,253,26,0,0,0,0,0,0,18546,16831,1061,193,378,78,0,113,348,0,0,18592,16434,1086,246,426,176,199,90,351,0,199,13115,7294,5659,12843,6965,5878,13424,6378,6478,13192,7817,5116,11956,6470,5355,12132,5097,6484,11817,5331,6352,12814,6509,6021,14637,8007,6396
36,36,23652,22147,673,350,378,138,25,0,0,23545,21386,660,653,787,100,0,0,0,23349,21114,879,406,426,308,28,23368,21132,879,406,426,308,28,23518,21386,827,312,869,88,0,251,721,0,0,0,333,23431,20815,876,397,815,224,0,18533,17557,436,224,231,94,15,0,0,18705,17530,334,528,319,10,0,524,259,0,0,0,19411,17853,590,275,287,224,23,19411,17853,590,160,217,17,6,46,522,18310,17405,279,222,407,10,0,0,0,0,0,0,18335,17230,328,209,406,135,0,170,388,15,0,18870,17186,608,419,431,182,0,258,348,7,0,13849,8389,5277,13539,7735,5804,13941,7209,6034,13814,8422,5149,12977,7533,5296,13115,6008,6341,12837,6375,6298,13708,7467,5903,15725,9225,6257
37,37,26133,21833,1315,1371,1490,295,37,0,0,25337,21008,1585,1242,1476,374,26,0,0,25418,20833,1402,951,1732,443,58,24671,20445,1258,742,1730,440,58,25155,20150,1662,1577,1787,379,14,1087,1495,0,0,79,680,25737,21409,1125,1109,1587,323,0,20713,17518,979,1158,955,181,23,0,0,20473,17528,930,918,915,185,0,748,897,20,30,0,20701,17419,971,699,1245,308,40,20701,17419,971,533,1038,52,8,63,617,19634,16566,945,1032,985,132,0,0,0,0,0,0,19739,17218,720,691,986,160,0,589,941,50,0,19807,17130,923,465,1021,246,0,403,945,44,0,13287,7787,5343,12165,6964,5201,13680,6966,6020,13406,8474,4655,12119,7243,4734,12244,5861,5749,11955,5897,5934,13113,7254,5535,15508,9119,6122
38,38,24871,21465,1212,932,1064,398,33,0,0,24090,20446,1594,1414,906,124,24,0,0,24657,19785,1940,1166,1173,554,52,24691,19817,1940,1166,1173,554,52,24094,20353,1361,1716,836,288,30,920,615,110,0,2,730,24288,20946,928,1156,1009,247,11,19628,17388,771,588,712,261,23,0,0,19285,17081,881,851,380,73,0,686,351,55,45,0,20138,16723,1301,766,859,416,34,20138,16723,1301,483,705,100,6,107,713,19351,17132,759,894,402,111,0,0,0,0,0,0,20404,17824,742,1101,583,164,0,899,518,39,0,20499,17221,1221,1162,669,181,0,914,563,32,0,13407,7717,5509,12041,6877,5164,13215,6319,6156,12861,8009,4499,11373,6534,4633,11559,5285,5598,11264,5232,5831,12514,6614,5517,15135,8353,6446
39,39,24190,11076,7379,5434,922,671,153,0,0,23898,9484,8805,5486,982,390,168,0,0,24043,9027,8923,5955,916,891,130,24257,9084,9011,6007,916,891,130,23609,10087,8755,4750,1003,292,109,2885,636,12,13,54,1164,23775,10705,7926,5439,795,375,46,19018,10010,4854,3649,736,435,100,0,0,16537,8501,4459,2897,362,221,25,2329,260,15,176,0,19305,8299,6306,4329,720,648,94,19305,8299,6306,3070,510,103,14,115,888,16559,8982,4276,2656,408,145,15,0,0,0,0,0,16645,9554,3462,2960,429,222,0,2490,301,24,0,16923,8609,4815,2615,596,213,0,2341,419,47,0,8722,7136,1506,7263,5833,1430,7127,5266,1489,6634,5321,1000,5435,4394,919,5562,4082,1230,5308,3922,1246,6251,4790,1240,7524,5747,1636
40,40,24713,18039,2205,2513,1899,620,95,0,0,25280,17947,3246,2509,1809,708,83,0,0,24436,17053,2740,2516,1847,774,250,24477,17087,2741,2518,1847,774,250,25721,17259,3574,3138,2024,670,121,2028,1267,72,0,140,1383,25137,17526,2501,3082,2203,761,93,19692,14907,1497,1769,1377,414,66,0,0,20030,15099,2130,1579,866,276,0,1360,601,74,190,0,19878,14571,1899,1750,1346,562,152,19878,14571,1899,1213,1017,110,44,78,946,20329,14947,2196,1884,958,254,0,0,0,0,0,0,19014,14458,1529,1637,1129,325,0,1291,888,59,0,18792,13943,1799,1611,1208,269,2,1259,1002,19,2,8296,4976,3218,9126,5495,3631,8623,4632,3365,8262,5471,2517,7032,4443,2467,7158,3668,3059,6933,3722,3098,7921,4631,3008,9708,5867,3579
41,41,25583,20347,1963,1898,1446,473,61,0,0,23794,18233,2412,1710,1560,448,114,0,0,24214,18320,2517,1743,1272,618,88,24266,18355,2523,1747,1275,618,88,23600,17436,2303,1793,1725,660,120,1131,1133,92,0,33,1473,23866,18763,1723,1330,1365,538,90,20558,17161,1168,1108,1068,327,39,0,0,18671,15760,1302,637,646,189,0,566,562,94,152,0,20313,16234,1586,1140,989,467,68,20313,16234,1586,709,798,81,15,78,812,18712,15636,1188,682,792,221,0,0,0,0,0,0,20869,17837,880,825,1002,275,0,561,836,118,0,21194,17599,1347,1039,976,185,10,743,784,44,10,12774,7971,4635,10046,6357,3689,12549,7503,4440,12233,8323,3628,10934,7263,3537,11094,5907,4320,10028,5272,4632,11775,7256,4172,14156,9333,4559
42,42,23067,20796,709,304,1227,69,8,0,0,23730,20492,868,218,2075,58,26,0,0,23518,19115,1204,474,2329,129,26,23519,19116,1204,474,2329,129,26,23872,19926,868,741,2187,129,24,182,1721,6,0,20,1151,23980,19126,1254,1223,1993,66,23,15807,14452,442,189,702,38,2,0,0,15878,14462,392,151,820,35,0,147,787,0,15,0,16963,14253,756,316,1390,83,18,16963,14253,756,178,1247,3,5,75,446,15770,14068,463,306,856,99,0,0,0,0,0,0,15954,13772,796,516,795,44,0,342,654,0,0,15691,13152,778,755,944,72,0,523,702,17,0,13161,6902,6171,12669,5701,6968,13157,7560,4883,13138,7074,5846,11711,6831,4792,11755,5503,6073,11579,6009,5505,12655,7086,5338,14754,9548,4933
43,43,24506,21671,849,777,745,759,30,0,0,24123,20427,1170,1232,965,585,69,0,0,24236,20284,1173,866,845,1101,73,24275,20318,1173,867,845,1105,73,24116,20075,1439,1055,1006,717,0,392,754,348,0,0,1104,24446,20539,1171,931,1169,635,3,18979,17172,509,472,500,465,17,0,0,18419,16447,705,446,382,398,0,361,374,305,38,0,19317,16627,730,551,581,755,45,19317,16627,730,339,431,353,9,92,736,19150,16730,845,531,483,497,0,0,0,0,0,0,18412,16539,719,384,555,307,0,287,508,121,0,19077,16796,984,601,367,368,6,419,271,101,6,12999,7164,5679,11511,6335,5176,12534,5896,5941,12178,7413,4418,10861,6225,4457,10983,4866,5395,10692,4929,5615,11905,6190,5359,14494,7868,6338
44,44,24985,22808,876,569,439,398,31,0,0,25365,22101,1467,815,623,670,17,0,0,24664,21146,1203,761,553,755,29,24736,21212,1203,761,553,756,29,25061,21887,1338,724,714,725,11,469,494,96,0,14,763,25323,19379,3593,2031,621,1579,16,19155,17824,489,313,303,266,21,0,0,19248,17543,845,312,170,330,10,296,145,59,35,0,19526,17172,736,446,378,561,9,19526,17172,736,248,289,70,2,69,940,18930,17519,544,300,152,362,0,0,0,0,0,0,18898,15374,2162,686,287,359,0,625,227,100,0,19039,16778,796,720,421,313,5,632,306,37,5,9601,5132,4293,8502,4609,3893,9877,3433,5752,9558,5238,3966,7989,3739,4093,8119,2799,4789,7957,2820,5006,9166,3766,5067,11693,4617,6793
45,45,24962,22364,788,709,683,611,39,0,0,24302,21391,609,877,854,850,76,0,0,24682,20648,1289,900,843,847,59,24725,20689,1289,900,843,847,59,24325,20999,793,946,690,990,29,163,504,307,5,44,1516,24702,21911,793,908,455,649,152,19349,17701,439,412,478,390,20,0,0,18838,17012,380,409,407,490,30,282,360,202,131,0,19654,16974,761,533,589,605,49,19654,16974,761,324,459,140,12,60,924,18964,17061,448,381,337,623,14,0,0,0,0,0,19651,17979,459,265,284,384,45,124,221,115,45,19651,17610,574,368,423,421,44,220,293,216,44,12188,6391,5575,10972,5793,5179,11950,4552,6632,11525,6593,4586,10042,4941,4920,10262,3786,5812,9993,3739,6128,11196,4936,5879,13697,6103,7243
46,46,24811,14658,3527,3831,2597,766,119,0,0,24249,12857,4237,5360,2514,2168,44,0,0,24313,11400,5432,4920,2482,908,121,24448,11459,5451,4938,2488,908,121,24104,13122,4482,4727,2310,1486,54,3037,1933,275,0,157,1101,23665,13049,4112,4358,2201,1346,59,19290,12327,2209,2462,2054,484,73,0,0,17112,10667,2260,2460,1231,598,0,2231,1221,245,65,0,18956,9865,3527,3308,1947,654,89,18956,9865,3527,2394,1791,131,31,188,1029,17151,10811,2377,2195,1195,614,0,0,0,0,0,0,16660,10787,2153,2061,1082,524,0,1990,994,99,0,16257,9943,2512,2154,1254,317,0,1865,1183,60,0,7686,5244,2328,7737,5211,2526,7495,4358,2676,6273,4180,1844,5819,3869,1835,5924,3329,2237,5735,3293,2327,6578,4053,2302,8418,5291,2939
47,47,25285,23066,903,646,378,395,25,0,0,23666,21453,764,824,443,491,52,0,0,24738,21169,1319,851,531,735,44,24779,21208,1319,851,531,735,44,24532,21594,1067,950,509,475,50,505,472,45,12,0,830,25120,20786,2344,691,750,403,2,19653,18323,523,353,254,251,11,0,0,18731,17317,522,363,255,214,15,243,255,27,76,0,19788,17485,797,472,369,523,20,19788,17485,797,286,261,88,5,71,795,19560,17785,782,471,350,230,4,0,0,0,0,0,19159,16616,1726,327,355,137,0,258,340,30,0,19491,17532,1074,307,263,207,0,277,216,14,0,12268,6582,5439,10607,5685,4922,12107,4551,6733,11839,6696,4774,10227,4975,5059,10386,3789,5926,10138,3787,6181,11303,4925,5997,13447,5811,7339
48,48,25111,23269,783,508,397,275,17,0,0,25228,22962,880,599,672,195,24,0,0,24407,21327,1154,640,517,585,33,24437,21357,1154,640,517,585,33,25507,22709,1412,735,628,133,31,437,480,0,0,0,466,24956,22513,904,695,422,331,47,18816,17697,453,299,241,175,9,0,0,19395,17981,570,414,331,68,0,389,262,60,20,0,19548,17453,759,417,344,422,18,19548,17453,759,260,251,80,4,68,673,19474,17757,1033,386,231,24,0,0,0,0,0,0,18972,17708,692,293,121,102,0,263,92,37,0,19432,17642,926,487,201,127,5,421,160,43,5,13142,7318,5570,11562,6129,5433,13498,5814,6783,13169,7524,5251,11680,6178,5311,11865,4835,6161,11599,5011,6443,12818,6196,6182,15330,7784,7178
49,49,25268,14719,8653,1937,485,369,53,0,0,24655,12471,10143,2821,648,1488,69,0,0,24425,11536,10199,1742,1050,992,60,24555,11575,10270,1743,1050,993,60,24618,12401,10220,2711,676,815,71,1188,379,20,0,45,365,24450,14820,7450,1963,592,328,28,19885,12978,5449,1332,398,265,37,0,0,18075,11020,5610,1097,218,32,0,929,145,14,100,0,19641,10406,6996,1278,932,726,52,19641,10406,6996,770,759,43,4,72,591,18175,10765,6030,1125,190,47,0,0,0,0,0,0,19185,13475,4285,1086,220,102,0,953,133,20,0,17524,10768,5346,1010,272,99,18,849,142,0,18,8793,6312,2341,7814,5949,1865,8403,5375,2564,7851,5925,1658,6647,4746,1778,6756,4176,2191,6511,4109,2262,7398,4946,2214,8348,5365,2824
50,50,25061,23159,741,478,516,242,9,0,0,24615,22618,935,594,477,317,12,0,0,25156,22166,1129,641,588,459,31,24790,22054,1007,508,588,459,31,24833,22477,1294,506,550,249,15,194,411,13,15,0,439,25603,21279,2717,671,888,515,53,19469,18180,463,325,360,173,7,0,0,19599,18456,551,275,162,164,10,210,136,8,3,0,20302,18218,691,436,455,329,22,20302,18218,691,314,331,47,5,86,610,19673,18340,719,233,201,128,15,0,0,0,0,0,19972,17513,1610,379,342,100,10,147,310,4,10,20396,18470,858,331,596,125,0,150,480,4,0,13078,7260,5531,12060,6676,5384,13012,5980,6189,12763,7424,4940,11171,6071,4926,11285,5001,5597,11098,5041,5904,12244,6139,5726,14594,7420,6862
51,51,24752,23133,566,416,318,328,30,0,0,24306,22563,773,490,334,362,1,0,0,24288,21192,1103,654,411,711,36,24356,21256,1103,654,411,711,36,24162,22227,848,685,265,368,1,146,206,12,0,2,721,23810,19720,2681,691,341,325,4,19247,18276,308,234,207,222,16,0,0,19638,18618,484,123,194,182,0,100,160,10,29,0,19628,17635,615,368,269,515,19,19628,17635,615,206,209,71,4,77,811,19677,18645,518,96,190,197,0,0,0,0,0,0,19327,17443,1246,226,228,200,0,131,138,4,0,20613,19224,458,333,272,217,11,148,174,10,11,10501,5561,4720,9273,4823,4450,10564,3973,5898,10127,5729,4026,8572,4256,4188,8727,3192,4993,8567,3239,5195,9765,4264,5177,12327,5265,6800
52,52,27890,24899,1285,1208,373,192,23,0,0,27318,24662,1139,955,521,390,13,0,0,25984,22638,1232,967,443,457,32,24736,22225,926,450,430,457,32,27176,24226,1329,788,421,334,65,614,242,17,5,302,437,25956,22742,1440,698,186,305,66,22050,19617,1021,1092,228,128,19,0,0,22094,20079,841,732,268,138,4,649,193,8,20,0,21047,18531,877,789,304,335,22,21047,18531,877,666,233,20,10,70,640,21659,19724,890,651,175,136,4,0,0,0,0,0,20682,18734,1025,555,68,176,4,477,24,44,4,20757,18938,918,599,86,152,0,481,16,16,0,13652,7200,6190,13021,6401,6620,14203,5454,7977,13810,7488,5913,11393,5278,5928,11555,4088,6726,11209,4192,6882,12778,5501,6905,14909,6578,8037
53,53,24513,22642,635,391,758,123,16,0,0,23803,21162,639,572,1285,202,21,0,0,23416,20055,1112,666,1087,356,49,23437,20076,1112,666,1087,356,49,24198,20992,1020,504,1423,250,78,249,916,0,0,129,893,23764,20242,1568,459,1198,262,64,18752,17507,390,248,531,91,11,0,0,18763,17254,523,347,452,108,0,290,422,0,54,0,18813,16429,708,429,840,282,26,18813,16429,708,293,734,32,8,68,541,18928,17154,611,376,561,129,0,0,0,0,0,0,18432,16647,771,176,586,133,0,73,459,0,0,18698,16597,1182,179,530,123,0,115,356,6,0,13687,7775,5724,11080,6059,5021,13423,6346,6190,13250,7758,5148,11747,6244,5337,11847,5037,5932,11654,5296,6208,12722,6427,5865,14563,7905,6347
54,54,24505,19088,1504,1564,2375,154,33,0,0,23883,18594,1245,1372,2691,205,0,0,0,23862,15857,2117,1603,4095,242,44,23875,15867,2117,1603,4096,242,44,23529,18288,1202,1121,2948,48,0,848,2907,16,0,45,219,26024,18845,1640,1707,3957,147,247,22380,17503,1309,1460,2130,123,31,0,0,20260,16711,1002,930,1492,50,0,806,1485,12,54,0,21878,14641,1833,1490,3772,185,35,21878,14641,1833,1165,3445,32,11,111,640,19930,16401,1033,978,1477,27,0,0,0,0,0,0,21303,16824,1329,1022,1890,91,0,770,1800,12,0,19186,13697,1714,1712,1800,46,0,1588,1643,8,0,9288,7114,2000,7128,5487,1641,10458,7605,2193,10080,7625,2090,7853,6201,1518,7890,5695,1812,7742,5698,1924,8428,6300,1835,6595,4979,1468
55,55,25728,23899,675,371,710,141,25,0,0,25424,22975,1203,481,763,92,17,0,0,24746,21640,1070,496,968,347,25,24763,21657,1070,496,968,347,25,24724,22119,1212,405,1069,65,0,254,806,12,0,0,322,24284,21122,1461,489,1095,56,0,18795,17708,380,234,413,95,12,0,0,19561,18114,679,267,433,74,0,263,419,10,0,0,19542,17473,685,345,652,250,15,19542,17473,685,214,545,15,2,81,527,19201,17770,695,238,465,48,0,0,0,0,0,0,18517,17010,780,194,491,44,0,175,470,0,0,18525,16834,887,195,575,50,0,169,493,4,0,14642,8214,6222,13997,7238,6759,14675,7049,6813,14519,8200,6006,12941,6740,6049,13089,5269,6856,12752,5655,6939,14091,6986,6661,16655,8978,7314
56,56,22186,17632,1650,1857,1093,220,27,0,0,22550,16109,2774,2464,1446,44,20,0,0,23077,15709,2905,2789,1534,509,41,23166,15771,2914,2799,1535,509,41,22418,16133,2631,2783,1080,88,34,1908,988,8,0,17,733,22978,16394,2876,2409,1244,307,18,17816,14857,989,1112,813,145,23,0,0,17507,13551,1826,1518,523,36,0,1422,500,18,21,0,18973,13740,1920,1867,1197,376,26,18973,13740,1920,1454,1056,14,6,56,727,17537,13456,1706,1646,601,91,0,0,0,0,0,0,17728,13950,1812,1214,526,201,0,1104,490,75,0,18264,13921,1857,1149,1016,279,0,1022,946,109,0,9938,6288,3504,10419,6260,4159,9718,5221,3909,9679,6314,3093,8134,4986,3036,8219,4067,3560,8048,4258,3672,9129,5290,3548,11072,6814,4053
57,57,22648,19872,844,955,910,144,18,0,0,23492,19302,1181,1194,1767,191,16,0,0,23698,18618,1337,1226,2125,335,23,23721,18637,1338,1228,2125,335,23,23982,18923,1677,1580,1620,413,0,1002,1432,23,0,0,924,23944,18378,1796,1760,1819,389,13,17498,15730,505,601,595,95,13,0,0,17568,15603,615,463,773,89,0,384,604,10,38,0,18825,15336,865,832,1448,251,14,18825,15336,865,657,1355,22,5,63,522,17597,15465,741,552,691,150,0,0,0,0,0,0,17825,15394,886,646,736,149,0,548,685,14,0,17594,15399,566,859,529,166,0,631,503,9,0,11032,6295,4579,11219,5675,5544,11721,5204,5872,11518,6414,4808,10337,5338,4872,10472,4086,5727,10210,4363,5727,11266,5408,5529,13355,6954,6149
58,58,24065,20405,1536,1360,715,219,33,0,0,24152,18195,3058,2135,1087,340,10,0,0,23370,17576,2589,1996,886,500,26,23425,17617,2592,2000,886,500,26,24346,17834,2650,2750,1370,347,9,1356,961,89,0,7,1453,23139,15866,3331,3024,998,166,12,18829,16543,913,774,510,145,24,0,0,18644,15515,1425,999,592,129,0,948,548,60,0,0,18849,14913,1660,1302,665,351,20,18849,14913,1660,966,542,27,6,70,665,18680,15136,1405,1200,735,109,0,0,0,0,0,0,17309,13690,1715,1362,459,41,0,789,442,14,0,17206,13895,1780,967,423,52,12,611,368,16,12,10400,6259,3966,9516,5462,4054,10135,4854,4704,9765,6144,3341,8042,4561,3358,8202,3642,4047,7945,3749,4091,9197,4872,4051,11273,6290,4781
59,59,27186,22269,1813,2311,766,135,27,0,0,26564,20392,2272,2655,1321,260,38,0,0,25461,19533,2136,2128,1122,423,26,23369,18982,1550,1191,1109,414,26,25756,19245,2417,2493,1638,360,46,1855,1346,21,0,70,798,24599,18216,2604,2258,1287,288,47,22497,18415,1493,1974,572,113,21,0,0,21400,17384,1615,1787,473,90,0,1697,362,14,76,0,21456,16791,1600,1762,836,349,16,21456,16791,1600,1534,736,24,3,70,698,21041,16722,1642,1680,753,172,0,0,0,0,0,0,20403,16411,1712,1450,560,189,0,1357,397,34,0,20577,16831,1444,1410,751,250,4,1280,571,36,4,12154,7076,4883,10302,5805,4497,11847,5196,5998,11446,6740,4405,9814,5091,4595,9972,3931,5362,9623,4139,5373,10896,5296,5272,12928,6711,5983
60,60,23581,16564,1401,4182,1538,179,26,0,0,23482,15512,1837,4869,1375,235,12,0,0,24243,14557,2416,5310,1923,398,44,24270,14577,2416,5313,1923,398,44,23357,14780,2046,4641,1906,98,40,4023,1690,4,15,53,745,23759,14427,2508,5054,1600,456,40,18803,13891,895,2913,1118,125,18,0,0,17909,12934,1139,3073,604,168,0,2995,554,0,0,0,19833,12727,1608,3915,1467,318,34,19833,12727,1608,3402,1315,14,3,103,661,18103,12794,1361,2871,993,73,14,0,0,0,0,0,18873,12465,1873,3325,915,304,24,3008,841,35,24,19209,12243,2022,3640,1022,239,41,3199,934,29,41,13061,8290,4593,12113,7896,4217,12775,7415,4748,12570,8423,3872,11202,7127,3958,11300,5951,4640,11061,6255,4674,12196,7416,4458,14402,9323,4858
61,61,25609,21837,1289,1789,644,168,21,0,0,25784,20980,1779,1766,1160,398,65,0,0,25821,20685,1722,1884,1085,360,12,23927,20080,1240,1102,1070,350,12,25993,20512,1974,2279,1096,338,92,1691,883,5,0,49,878,25763,20766,1459,2321,1071,55,0,20150,17202,983,1497,410,129,12,0,0,20210,16740,1383,1313,555,156,0,1228,540,10,75,0,20901,16944,1288,1511,768,275,11,20901,16944,1288,1332,666,22,3,52,594,20415,16600,1350,1679,607,88,0,0,0,0,0,0,20366,17250,928,1481,666,44,0,1291,619,0,0,20550,17515,1061,1317,575,141,30,1163,520,11,30,12910,6887,5844,12570,6179,6391,12846,5799,6290,12545,6947,5279,10850,5528,5175,11007,4258,6030,10737,4543,6069,12063,5774,5924,14651,7616,6746
