ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
91,46A,38298,31023,1688,3397,1888,451,76,0,0,41215,33410,1865,3274,2278,321,125,0,0,42479,32263,2313,4554,2477,827,91,40864,32808,2185,2714,2385,354,87,2293,1802,207,34,1227,41566,32312,2150,3284,2565,524,31,31358,26476,1078,2119,1437,298,51,0,0,32063,27965,803,1841,1049,227,85,1698,903,161,85,55,0,35332,27945,1622,3089,1918,587,75,35332,27945,1622,2618,1580,172,23,1169,32097,27655,1254,1595,1211,283,43,0,0,0,0,32685,27876,1208,1695,1474,363,14,1396,1128,117,14,32964,27996,1456,1787,1418,289,5,1286,1026,35,5,24753,17017,7274,24082,16466,7616,15576,10710,4429,15135,10256,4493,15249,0,0,24687,16969,5501,23040,17989,4280,23003,16708,5323,22979,16883,5275,22655,15536,5759,22550,15296,5513,22573,16551,5170,24560,17787,5512,27340,20711,5960,26795,18624,6235,23811,17585,5231,20695,15902,4279,20470,15280,5165,20033,14212,4797,20344,16068,4268,20102,13559,6305,24423,18334,5360,25922,19540,5744,25464,19947,4721,24591,16387,7871
92,46B,38845,30535,1899,3686,2548,423,48,0,0,40685,30297,2381,4623,3126,427,240,0,0,42292,31240,2290,4990,2957,733,58,41337,30682,2034,4859,3453,372,238,4371,2860,124,0,1237,42317,31477,2111,5495,3236,466,280,30295,24874,1127,2299,1838,260,26,0,0,29372,24895,829,2345,927,306,0,2207,818,183,0,99,0,33739,26317,1479,3188,2092,525,40,33739,26317,1479,2723,1784,97,9,1174,30628,25848,969,2261,1234,180,0,0,0,0,0,31976,26913,988,2491,1186,244,0,2116,1042,58,0,32781,27418,1036,2823,1152,271,0,2388,917,28,0,22983,13926,8687,23208,13896,9312,16088,9347,6347,15729,8979,6413,15695,0,0,23504,14592,6810,22326,16115,5593,22248,14439,7011,22229,14587,6929,21980,13341,7433,21672,13096,7181,21834,14298,6792,23809,15732,6960,26808,18953,7227,26344,16873,7757,23257,15763,6598,20449,14405,5586,20279,13601,6652,19964,12788,6294,20194,14606,5568,20246,13943,6251,24027,16696,6654,25472,17995,6789,25116,18333,5968,24610,16536,7994
93,47A,41284,32191,1818,3337,3813,392,52,0,0,41408,31278,2082,3214,4721,511,47,0,0,42231,29210,2387,4485,5365,791,83,41844,31562,2266,3295,4489,688,60,2589,3743,87,44,1455,43432,31682,2658,4056,4815,495,57,30724,25020,1081,2032,2450,255,34,0,0,30230,25018,1109,1629,2239,175,25,1439,2061,73,25,70,0,32506,24119,1480,2731,3538,510,52,32506,24119,1480,2389,3271,70,12,1066,30764,25485,1156,1624,2159,245,40,0,0,0,0,32499,26269,1238,2254,2521,175,4,2111,2452,24,4,31178,24646,1347,2303,2612,189,99,2030,2501,23,99,23486,13086,10003,23490,13006,10484,15662,8460,6739,15331,8045,6925,15275,0,0,23435,12668,8759,20739,13667,6495,20694,11944,7888,20673,12238,7777,20325,10869,8294,20176,10984,7831,20345,11746,7815,22726,13313,8300,25929,16032,9322,25421,14415,9235,22317,13357,8067,19308,12039,6760,19180,11347,7813,18886,10672,7239,19045,12261,6772,19187,11886,7288,23103,14131,8263,24654,15135,8904,24231,15850,7544,23741,14740,8977
94,47B,30329,24121,1041,1824,3245,210,36,0,0,38220,29078,1556,2963,4653,250,0,0,0,42625,30388,1879,3513,6014,590,59,38990,28535,1930,2892,5468,117,0,2717,4888,15,0,894,41880,30817,1447,2300,6666,236,0,20372,16672,579,1047,2004,121,25,0,0,24857,20534,802,1445,1998,54,0,1320,1847,24,0,45,0,30058,22498,1148,2044,3814,366,26,30058,22498,1148,1753,3580,72,6,914,25504,20335,987,1513,2608,54,0,0,0,0,0,28119,22501,952,1279,3292,109,0,1084,3232,49,0,30730,22889,1278,2322,4110,115,0,2148,3994,44,0,16212,8002,8004,17791,8350,9441,12090,5483,6342,11904,5262,6443,11789,0,0,20258,10139,8478,18904,11786,6762,18867,9945,8345,18872,10124,8315,18468,8925,8748,18402,9128,8367,18551,9719,8312,21236,11530,8895,25765,14901,10346,25328,13302,10696,21753,12093,8963,20201,11643,8155,20072,10719,9338,19821,10215,8893,19963,11647,8302,20073,11391,8583,24221,13819,9781,27232,15793,10724,26800,16590,9415,26354,15350,10846
95,48A,34861,32090,1025,591,1035,190,15,0,0,40285,36784,1325,877,1117,141,47,0,0,42724,37703,1482,1174,1573,528,36,40498,36999,1089,947,1144,166,35,546,867,75,0,752,43063,38045,1189,1501,1492,306,140,24080,22525,559,273,619,111,7,0,0,28023,26457,714,250,489,90,0,176,402,26,0,19,0,30283,27337,856,612,995,299,23,30283,27337,856,453,813,44,1,716,28100,26713,601,271,405,119,0,0,0,0,0,30661,28327,776,770,533,168,20,535,390,43,20,32105,29637,845,821,426,184,50,355,316,29,50,18230,7283,10628,19788,7587,12201,14249,5457,8328,13938,5017,8529,13698,0,0,21456,7772,11702,20120,10360,9219,20013,8265,10972,20034,8411,10938,19727,7236,11425,19497,7270,10904,19527,7728,11025,22301,9366,11892,26640,11792,14201,26253,10617,13992,23053,9887,12332,22123,9785,11831,21914,8922,12979,21450,8324,12073,21685,10008,11659,21933,9108,12798,25691,11307,13690,28963,12799,15449,28481,13930,13712,28064,11533,16502
96,48B,37445,32780,2079,834,1620,225,20,0,0,41009,34419,2529,1451,2581,351,58,0,0,42903,34550,3128,1572,2772,603,49,42516,35567,2465,1558,2754,388,56,1035,2173,105,6,1127,42614,35037,2938,1539,2626,315,31,26263,23514,1202,420,1024,148,13,0,0,29333,26216,954,715,1280,134,0,635,1180,97,0,30,0,32017,26847,1931,850,1781,397,39,32017,26847,1931,670,1576,70,10,823,30621,27378,1023,870,1130,172,0,0,0,0,0,30561,27258,1138,698,1276,207,0,453,1166,88,0,31358,27451,1469,823,1443,181,0,613,1244,56,0,21316,9687,11301,21720,9429,12291,15266,6284,8579,14954,5926,8706,14790,0,0,23246,10593,10401,21238,12425,8292,21155,10369,10070,21151,10442,10053,20874,9258,10547,20658,9185,10134,20690,9773,10126,23245,11698,10447,26707,14511,11573,26367,12846,11805,23233,12009,10321,21070,11296,9309,20924,10320,10587,20589,9690,10034,20757,11341,9406,20875,10484,10371,24600,13034,10869,26436,14243,11498,26098,14974,10402,25660,12700,12941
97,49A,40355,35060,1014,2175,1978,255,37,0,0,41791,34269,1126,3504,2535,379,112,0,0,42615,33693,1766,3315,2979,593,70,42691,33319,1021,3947,3223,406,128,3161,2442,28,0,1996,42553,32770,1237,4074,3655,379,79,30918,27750,610,1170,1274,145,23,0,0,31308,27616,556,1562,1304,182,0,1400,1130,8,0,94,0,33498,27744,1185,1874,2040,431,44,33498,27744,1185,1567,1762,43,12,1081,31910,27503,557,1758,1708,251,0,0,0,0,0,31545,26653,665,1944,1931,325,0,1820,1559,34,0,31282,26482,710,1863,1804,372,0,1742,1381,21,0,26446,14309,11732,26204,14060,12144,19636,10330,8788,19236,9904,8908,19125,0,0,26751,14762,9589,24525,16365,7562,24475,14435,9204,24421,14408,9278,24151,12989,9875,23950,12951,9510,24035,13931,9252,26169,15616,9363,28801,18401,9726,28424,16745,10093,25607,15768,8908,22771,14657,7621,22554,13688,8850,22309,12978,8419,22549,14897,7639,22745,14689,8044,26193,16602,8888,27537,17704,9076,27174,18394,7966,26792,16878,9885
98,49B,40204,31201,1305,2684,4872,255,43,0,0,42829,29476,2262,3762,6975,310,17,0,0,42719,28544,2004,3524,8022,524,36,41993,28274,2515,2938,7449,226,15,2679,6433,89,0,1352,41461,27950,2378,2863,7429,337,41,29398,23709,790,1499,3304,155,19,0,0,27769,23246,766,1589,2014,164,0,1451,1924,25,0,15,0,32693,23365,1300,2080,5476,361,28,32693,23365,1300,1829,5190,43,0,852,26978,22303,736,1340,2578,99,0,0,0,0,0,27826,22556,876,1395,2838,148,0,1199,2619,35,0,29002,22796,1118,1458,3388,187,0,1146,3174,14,0,22881,11528,11033,23098,11009,12089,16608,7584,8631,16290,7250,8717,15963,0,0,23042,12044,8988,21128,13557,7132,21092,11577,8900,21030,11595,8909,20753,10519,9391,20494,10209,9205,20653,11045,8987,22767,12931,8909,25574,15720,9305,25156,14143,9705,22454,13181,8492,20014,12313,7256,19832,11308,8507,19504,10739,8118,19770,12434,7324,19971,12171,7785,23236,14100,8531,24631,15216,8709,24278,15941,7673,23846,14333,9487
99,50A,36877,31148,1001,1586,2985,226,27,0,0,39952,32628,1169,1684,4195,205,9,0,0,42333,32418,1802,2354,4976,503,39,40893,33320,1497,1767,3656,179,9,1476,3073,77,0,1336,41297,33184,1398,1804,4060,247,38,28117,24365,601,950,2096,148,15,0,0,28405,25418,547,848,1369,141,0,716,1160,73,0,51,0,32902,26248,1130,1554,3392,325,24,32902,26248,1130,1281,3140,58,5,914,29463,26519,630,932,1173,152,0,0,0,0,0,30410,27131,610,1020,1510,105,0,937,1268,54,0,30678,26848,670,1123,1769,158,0,908,1575,31,0,24048,13606,10140,23625,12968,10657,18069,9744,8030,17819,9578,7967,17614,0,0,24388,14761,7659,23654,16617,6626,23610,14682,8343,23571,14736,8371,23226,13313,8947,22969,13218,8694,23097,14086,8392,24964,15941,8133,27700,19001,8175,27351,17254,8956,24585,16163,7691,22393,15267,6694,22181,14076,8089,21832,13537,7610,22078,15405,6660,22116,14213,7804,25521,17218,7737,26983,18510,7717,26668,19180,6786,25951,16290,9550
100,50B,40348,34338,1290,2240,2283,346,44,0,0,41290,33584,1712,3625,2147,642,227,0,0,42547,32834,2106,3570,3148,709,68,40534,31578,1616,4090,2789,592,165,2648,1976,113,1,2227,41927,33072,1736,4221,2503,549,216,32720,28761,807,1350,1630,231,28,0,0,31150,27830,465,1360,1054,294,4,1107,1001,117,4,143,0,34360,27763,1384,2182,2278,509,40,34360,27763,1384,1841,2026,178,18,990,30754,26591,460,1671,1341,289,4,0,0,0,0,32377,27668,801,1973,1205,310,4,1728,1129,103,4,31637,26419,835,2179,1433,304,0,1881,1272,83,0,27051,14543,12085,26772,14363,12409,19192,10154,8522,18811,9765,8648,18824,0,0,26521,14508,9620,24504,16223,7678,24451,14246,9318,24412,14462,9216,24133,12957,9879,23962,12907,9547,23991,13835,9303,26051,15490,9337,28638,18302,9694,28206,16503,9918,25613,15700,8944,23055,14790,7752,22861,13884,8952,22641,13168,8488,22809,15077,7720,22977,14744,8216,26141,16521,8881,27250,17528,9047,26896,18129,7963,26561,16654,9879
101,51A,40656,25873,7167,4630,2624,810,64,0,0,42175,25717,7086,6082,3039,846,72,0,0,42586,25145,7667,5777,3138,1406,95,42328,25569,7719,6195,2318,1111,70,4878,2011,119,21,1772,43065,26543,7429,5670,2736,980,33,31886,22304,4283,3052,1947,501,44,0,0,29079,22281,1552,3488,1348,358,15,3100,1223,95,15,45,0,34062,21944,4983,3913,2480,964,76,34062,21944,4983,3233,2160,233,14,1295,30041,22266,2432,3723,1039,416,20,0,0,0,0,30701,23087,2649,3460,1019,376,15,3203,931,76,15,30968,22569,3216,3535,1001,502,0,3302,972,159,0,21672,14243,7035,21229,14619,6610,13940,9265,4208,13499,8916,4232,13605,0,0,21536,14151,5413,19779,15052,3987,19733,13775,4922,19716,14011,4824,19542,12975,5288,19382,12783,4912,19410,13601,4951,21310,14935,5173,23983,17621,5723,23570,15807,5742,20464,14609,4904,17169,12681,3938,17058,12359,4682,16805,11427,4319,16955,12956,3977,16872,11089,5640,20901,15211,4990,22194,16247,5385,21787,16520,4503,21170,14260,6756
